init_joint_angles,x_target,y_target,Theta,iter_count,cost
[-2.08948062 -0.29764537 -0.87375423],-0.8314696123025453,-0.5555702330196018,"[[-1.68136371 -0.11070437  2.57507644]
 [ 0.02304952  0.59799547 -0.7253954 ]
 [ 0.33423082 -0.40207871  1.02654561]
 [-0.47410241 -0.81122932  0.42468969]
 [-0.62638478 -0.22146597  0.45782722]]",15,-0.2527013037674405
[-2.08948062 -0.29764537 -0.87375423],-0.8448535652497071,-0.5349976198870968,"[[-1.15879037 -0.09636887  2.57165572]
 [-0.74974537  0.78793396 -0.82000793]
 [ 0.06153895  0.07767144  1.05160946]
 [-0.74687454 -0.60017568  0.50366789]
 [-0.04303482 -0.43094189  0.76364598]]",13,-0.20474175588341173
[-2.08948062 -0.29764537 -0.87375423],-0.857728610000272,-0.5141027441932214,"[[-1.44341715 -0.07687605  2.26452331]
 [-0.67663209  0.8204728  -0.93463331]
 [ 0.23128108 -0.24590128  1.1484955 ]
 [-0.74755507 -0.39876034  0.31951126]
 [-0.21301036 -0.50986027  0.77302211]]",5,-0.18853562265188167
[-2.08948062 -0.29764537 -0.87375423],-0.8700869911087113,-0.49289819222978387,"[[-1.51191717 -0.34085143  3.29004346]
 [-0.71829888  0.65937441 -1.29383341]
 [ 0.34354324 -0.22628603  1.53854136]
 [-0.82456046 -0.33688133  0.05902764]
 [ 0.05143807 -0.33909075  0.70931149]]",14,-0.2543648458705215
[-2.08948062 -0.29764537 -0.87375423],-0.8819212643483549,-0.4713967368259976,"[[-1.4555722  -0.3630544   3.4848594 ]
 [-0.95796682  0.74549041 -1.60885564]
 [ 0.43451381 -0.55572491  1.51012802]
 [-0.97644734 -0.18601883  0.29498528]
 [-0.20346824 -0.07993552  0.68312126]]",7,-0.23865756664811863
[-2.08948062 -0.29764537 -0.87375423],-0.8932243011955153,-0.4496113296546062,"[[-1.19793832 -0.56872098  2.56396244]
 [-0.49470597  0.70903791 -1.39959881]
 [-0.35735366 -0.9295526   1.24091012]
 [-1.19107913  0.29634262  0.46079369]
 [-0.17798032  0.04737457  0.87595049]]",17,-0.24991513764600592
[-2.08948062 -0.29764537 -0.87375423],-0.9039892931234433,-0.42755509343028175,"[[-1.37267635 -0.21746931  2.90848858]
 [-0.52964967  0.81184214 -1.34427712]
 [-0.45528492 -1.38062942  1.12634615]
 [-1.2158491   0.48684165  0.50374178]
 [-0.15626534 -0.32726876  0.79852954]]",7,-0.2579914039315359
[-2.08948062 -0.29764537 -0.87375423],-0.9142097557035306,-0.40524131400498964,"[[-1.15312492 -0.71050311  2.54747505]
 [-0.58104589  0.99615308 -0.91232375]
 [-0.70109166 -1.48897132  0.91586413]
 [-1.23769096  0.72797543  0.20152966]
 [-0.12335486 -0.12034605  0.52907454]]",7,-0.2565243241404006
[-2.08948062 -0.29764537 -0.87375423],-0.9238795325112866,-0.3826834323650896,"[[-1.15108372 -0.69116864  2.63600405]
 [-0.51031777  0.83477003 -0.87669081]
 [-1.0135777  -1.54416243  0.9740458 ]
 [-1.04063786  0.82247786  0.13433719]
 [-0.09571362  0.14539117  0.26169322]]",7,-0.24593062923263392
[-2.08948062 -0.29764537 -0.87375423],-0.9329927988347388,-0.35989503653498806,"[[-1.35778714 -0.30551845  2.66133322]
 [-0.57743192  0.98225713 -0.89809274]
 [-1.05504006 -1.85696355  0.98362799]
 [-1.12759938  0.90806615 -0.05570219]
 [-0.12718773  0.17087688  0.27412537]]",6,-0.2429970448361307
[-2.08948062 -0.29764537 -0.87375423],-0.9415440651830207,-0.33688985339222005,"[[-1.53910878  0.02650627  2.96888007]
 [-0.49483232  1.1124644  -0.50838797]
 [-1.25105792 -2.19467752  0.86394933]
 [-1.21103399  0.61480136 -0.25948744]
 [-0.25683087  0.2212198   0.14445433]]",7,-0.2582083439075729
[-2.08948062 -0.29764537 -0.87375423],-0.9495281805930367,-0.31368174039889113,"[[-1.23656084  0.07150762  2.82339299]
 [-0.78289928  1.03162511 -0.4104977 ]
 [-1.51851959 -2.27626285  0.78826829]
 [-1.34158105  0.80072308 -0.3940634 ]
 [-0.24766029  0.37257846  0.07199308]]",6,-0.2494221127199872
[-2.08948062 -0.29764537 -0.87375423],-0.9569403357322088,-0.2902846772544621,"[[-0.86936268  0.11471149  2.61472108]
 [-1.11852123  0.89581577 -0.65207924]
 [-1.75657193 -2.2786837   0.64523554]
 [-1.43615289  0.57397591 -0.17418878]
 [-0.28080375  0.50272288  0.11713119]]",6,-0.23606850689134948
[-2.08948062 -0.29764537 -0.87375423],-0.9637760657954398,-0.2667127574748982,"[[-0.49466337  0.13367915  3.24283483]
 [-2.22414194  1.20712043  0.12550349]
 [-1.7370383  -2.14885139  0.381473  ]
 [-1.07187424  0.6017996  -0.38091713]
 [-0.39819119  0.61945578  0.67971524]]",21,-0.224476164798757
[-2.08948062 -0.29764537 -0.87375423],-0.9700312531945439,-0.2429801799032638,"[[-0.72357071  0.03842441  2.77577435]
 [-2.06257285  1.21877515  0.2237512 ]
 [-1.52669268 -2.15123035  0.40640022]
 [-1.35545291  0.95115145 -0.76119882]
 [-0.18000654  0.5573083   0.48830529]]",6,-0.22602355080286976
[-2.08948062 -0.29764537 -0.87375423],-0.9757021300385285,-0.2191012401568698,"[[-0.85526696 -0.01824432  2.62290062]
 [-1.95533436  0.91652108  0.13994979]
 [-1.42245409 -2.1289344   0.52585935]
 [-1.51449871  0.98710076 -0.93281292]
 [-0.16673667  0.43049388  0.48935361]]",7,-0.24872562456340067
[-2.08948062 -0.29764537 -0.87375423],-0.9807852804032304,-0.19509032201612792,"[[-1.11170563  0.15941704  3.01732848]
 [-1.82642179  0.90876213  0.11582543]
 [-1.51767551 -2.18316068  0.500194  ]
 [-1.46990301  0.83494841 -0.58012895]
 [-0.466595    0.48653196  0.48509818]]",6,-0.25622461237522215
[-2.08948062 -0.29764537 -0.87375423],-0.9852776423889412,-0.17096188876030094,"[[-1.15187449  0.18425408  2.84113192]
 [-1.79539455  0.77482027 -0.01192948]
 [-1.50306355 -2.37893797  0.32021025]
 [-1.27354571  0.89452928 -0.35929389]
 [-0.59590549  0.57275059  0.70489918]]",5,-0.25064727584025426
[-2.08948062 -0.29764537 -0.87375423],-0.9891765099647809,-0.14673047445536155,"[[-1.55981673  0.37998288  2.85202024]
 [-1.73481917  0.54546755 -0.12316927]
 [-1.51955701 -2.06916329  0.20652676]
 [-1.25087238  1.14375501 -0.29673218]
 [-0.52618453  0.46457104  1.07144566]]",10,-0.22911911639342117
[-2.08948062 -0.29764537 -0.87375423],-0.9924795345987099,-0.12241067519921608,"[[-1.1455088   0.83105179  2.98340934]
 [-2.43034982  0.58874068 -0.19801219]
 [-1.64094239 -2.41834237  0.1925354 ]
 [-1.26088525  0.99028479 -0.13514025]
 [-0.50686136  0.73309857  0.93993025]]",11,-0.2060302460290413
[-2.08948062 -0.29764537 -0.87375423],-0.9951847266721968,-0.09801714032956058,"[[-1.06390752  0.41918756  2.88462985]
 [-2.49077677  0.68347534 -0.63492172]
 [-1.8436894  -2.22503001  0.15036338]
 [-0.97121722  0.96808964  0.1594381 ]
 [-0.376968    0.69410513  0.89466165]]",9,-0.21788265896751338
[-2.08948062 -0.29764537 -0.87375423],-0.9972904566786901,-0.07356456359966748,"[[-1.44837396  0.16810097  2.58806841]
 [-2.0255286   0.37957777 -0.64127431]
 [-1.82322953 -2.41063628  0.40851703]
 [-0.81678999  0.70241796  0.075093  ]
 [-0.16033177  0.56493516  1.11402213]]",9,-0.2545346849321246
[-2.08948062 -0.29764537 -0.87375423],-0.9987954562051723,-0.04906767432741772,"[[-1.35756762 -0.0416651   1.75841609]
 [-2.22995918  0.56986379  0.32095805]
 [-1.92812243 -2.11468621  0.6670271 ]
 [-0.93361265  0.7830037   0.17800746]
 [ 0.01602468  0.35206977  1.0168801 ]]",10,-0.2632075758166985
[-2.08948062 -0.29764537 -0.87375423],-0.9996988186962041,-0.02454122852291208,"[[-1.09146633e+00  3.92909624e-02  2.01335558e+00]
 [-2.53146469e+00  5.90488144e-01  2.80441605e-01]
 [-2.04983705e+00 -2.27451670e+00  5.45562934e-01]
 [-1.17685851e+00  7.44840943e-01  8.00644539e-02]
 [ 1.42987194e-03  4.11439962e-01  1.15104796e+00]]",9,-0.27042124259861894
[-2.08948062 -0.29764537 -0.87375423],-0.9999999999999999,1.224646799147353e-16,"[[-1.19289143  0.07120342  2.55303422]
 [-2.79354326  0.82755301 -0.09630853]
 [-1.89487306 -2.16381348  0.62059902]
 [-1.34814666  0.69812662 -0.19294681]
 [ 0.04322061  0.18845273  1.26152851]]",6,-0.26777676290494234
[-2.08948062 -0.29764537 -0.87375423],-0.9996988186962041,0.024541228522912323,"[[-1.11581674 -0.11713556  2.54319128]
 [-2.66760862  0.7378973  -0.10365639]
 [-2.08065902 -2.18910461  0.55420867]
 [-1.72381077  0.6152953  -0.25757788]
 [ 0.02674881  0.24915478  1.32325366]]",9,-0.2530150071967863
[-2.08948062 -0.29764537 -0.87375423],-0.9987954562051723,0.049067674327417966,"[[-1.01035481 -0.07112066  2.85393034]
 [-2.52429635  0.94735525 -0.05547552]
 [-2.4164514  -2.14294715  0.26279545]
 [-2.16018435  0.91243106 -0.14605668]
 [-0.30914014 -0.01711482  1.07366045]]",6,-0.2601275692642683
[-2.08948062 -0.29764537 -0.87375423],-0.9972904566786901,0.07356456359966773,"[[-1.19586071  0.28762581  2.76909482]
 [-2.33433128  0.57937514  0.18645489]
 [-2.53186105 -2.38754762  0.05564169]
 [-2.39572583  1.19699757 -0.20208179]
 [-0.20689966  0.25023229  1.17244063]]",7,-0.25814884554200124
[-2.08948062 -0.29764537 -0.87375423],-0.9951847266721967,0.09801714032956083,"[[-1.47627639  0.27225917  2.53850044]
 [-2.23566744  0.50823149 -0.04752853]
 [-2.47828885 -2.26777168  0.1837605 ]
 [-2.41022512  1.14770058 -0.05842449]
 [ 0.02139317 -0.09113684  0.84898636]]",5,-0.2547879437991128
[-2.08948062 -0.29764537 -0.87375423],-0.9924795345987099,0.12241067519921633,"[[-1.61754829  0.3872808   2.61313138]
 [-2.42663861  0.86187062 -0.12991503]
 [-2.26538163 -2.63467789  0.14900551]
 [-2.2184318   0.91911097 -0.1706663 ]
 [-0.2482325  -0.11554475  1.11236522]]",8,-0.24373560957903315
[-2.08948062 -0.29764537 -0.87375423],-0.9891765099647809,0.14673047445536178,"[[-1.67798778  0.22640762  2.39606564]
 [-2.43371488  0.7460676  -0.05812537]
 [-2.32580301 -2.34345974  0.04842478]
 [-2.25389447  0.95027415 -0.14003569]
 [-0.17465073 -0.13863854  1.01313573]]",7,-0.23907184986776994
[-2.08948062 -0.29764537 -0.87375423],-0.9852776423889411,0.17096188876030116,"[[-1.80250728 -0.1079182   2.22914236]
 [-2.41622207  0.58455266  0.19556422]
 [-2.0940456  -2.55190819  0.10997206]
 [-2.33540137  1.32747927 -0.15467213]
 [-0.20124925 -0.03991746  0.90611157]]",12,-0.25906240041082823
[-2.08948062 -0.29764537 -0.87375423],-0.9807852804032303,0.19509032201612814,"[[-2.3768948   0.05017811  2.25992992]
 [-2.39091028  0.42894196  0.20826655]
 [-1.61143777 -2.47184673  0.08105872]
 [-1.92302649  1.21699203 -0.29514397]
 [-0.21089561 -0.35470531  1.26946016]]",15,-0.2619606039023338
[-2.08948062 -0.29764537 -0.87375423],-0.9757021300385283,0.21910124015687,"[[-2.53824035  0.14632228  2.71530848]
 [-2.41666498  0.27562301 -0.27694342]
 [-1.68861042 -2.42135239 -0.04417908]
 [-1.60180968  1.05867249 -0.29826436]
 [-0.01028857 -0.19298345  1.23868534]]",7,-0.25893485224357327
[-2.08948062 -0.29764537 -0.87375423],-0.9700312531945439,0.242980179903264,"[[-2.67763847e+00 -3.60058869e-01  2.77550688e+00]
 [-2.51532708e+00  5.25915165e-01 -1.74728003e-01]
 [-1.53945182e+00 -2.20026255e+00 -2.64859615e-01]
 [-1.59130578e+00  1.15294335e+00 -3.45480292e-01]
 [ 1.88134405e-03  2.36755110e-03  1.23903069e+00]]",6,-0.25169458100497516
[-2.08948062 -0.29764537 -0.87375423],-0.9637760657954397,0.2667127574748984,"[[-3.78553445 -0.35756009  2.6450053 ]
 [-1.97698374  0.94384021 -0.07481823]
 [-1.41186132 -2.04833428  0.26935006]
 [-0.85824693  1.26791518 -0.44765868]
 [ 0.5792458   0.09150949  0.95737552]]",10,-0.24550348997904478
[-2.08948062 -0.29764537 -0.87375423],-0.9569403357322087,0.2902846772544623,"[[-3.95538012e+00 -7.80168475e-01  1.81201843e+00]
 [-1.95641611e+00  1.41930475e+00 -2.48107280e-01]
 [-1.49643513e+00 -2.36317139e+00  7.57510709e-01]
 [-8.10181026e-01  1.43356273e+00 -2.41729994e-01]
 [ 1.25237145e+00  5.95242963e-04  8.88337376e-01]]",13,-0.22137349601297968
[-2.08948062 -0.29764537 -0.87375423],-0.9495281805930366,0.31368174039889135,"[[-4.25108565 -0.6664366   1.77775295]
 [-1.88412653  1.32231024 -0.22480919]
 [-1.51325811 -2.37970189  1.03557496]
 [-0.63830346  1.23268305 -0.71888944]
 [ 1.47551913 -0.01729843  0.72312072]]",5,-0.2112620659263837
[-2.08948062 -0.29764537 -0.87375423],-0.9415440651830206,0.3368898533922202,"[[-4.37663385 -0.79474113  1.94481752]
 [-1.76290189  1.47124664 -0.17862799]
 [-1.60981341 -2.39448067  0.88615073]
 [-0.5257204   1.04660936 -0.93379229]
 [ 1.61476348  0.04294695  0.76239645]]",5,-0.2156340570916404
[-2.08948062 -0.29764537 -0.87375423],-0.9329927988347387,0.3598950365349883,"[[-4.52142087 -0.83030373  1.98620197]
 [-2.22342556  1.74366166  0.33579133]
 [-1.31212983 -2.36963678  0.64510843]
 [-0.28582361  1.12479522 -0.95507052]
 [ 1.80823823 -0.34818163  0.27329977]]",15,-0.23659511619142398
[-2.08948062 -0.29764537 -0.87375423],-0.9238795325112866,0.3826834323650898,"[[-4.32238692 -0.87694718  2.40548538]
 [-2.57984312  1.7670498  -0.35113233]
 [-1.28987817 -2.23800046  0.92636036]
 [-0.37693357  0.98058402 -1.16653628]
 [ 1.49349194 -0.99284993  0.3903205 ]]",13,-0.23976697661693425
[-2.08948062 -0.29764537 -0.87375423],-0.9142097557035306,0.4052413140049898,"[[-4.43004699 -1.04138053  2.55278065]
 [-2.3997925   1.65890729 -0.57000498]
 [-1.56599191 -2.05781982  0.95401946]
 [-0.27609932  0.95435159 -1.15329367]
 [ 1.4276762  -1.19812368  0.04441545]]",8,-0.23024341790715983
[-2.08948062 -0.29764537 -0.87375423],-0.9039892931234432,0.427555093430282,"[[-4.76647244 -0.81921823  2.43186229]
 [-2.11108901  1.83124524 -0.23551435]
 [-1.60117557 -2.22189302  0.71853451]
 [-0.28904271  0.55135702 -1.03489794]
 [ 0.99199065 -0.96779639 -0.13546233]]",7,-0.23659136402592415
[-2.08948062 -0.29764537 -0.87375423],-0.8932243011955153,0.44961132965460643,"[[-5.13053138 -0.54626939  2.37074268]
 [-1.98671796  1.66753005 -0.09846592]
 [-1.54835271 -2.16260437  0.85379944]
 [-0.28606872  0.47277023 -0.82196292]
 [ 1.08654495 -0.94200719 -0.2590773 ]]",5,-0.24615257434329502
[-2.08948062 -0.29764537 -0.87375423],-0.8819212643483548,0.47139673682599775,"[[-5.27547671 -0.79884398  2.28330629]
 [-1.96984228  1.91178011 -0.22676658]
 [-1.45128599 -2.58878471  1.05873892]
 [-0.16141796  0.8935923  -0.97511018]
 [ 0.89897677 -0.88446008 -0.48924542]]",7,-0.239699087061313
[-2.08948062 -0.29764537 -0.87375423],-0.8700869911087112,0.4928981922297841,"[[-5.1704074  -0.55388657  1.75285718]
 [-2.34029287  1.73545759  0.24299324]
 [-1.55194738 -2.66177191  1.39842539]
 [ 0.01096918  1.33867073 -0.58384716]
 [ 0.81033463 -0.87283579 -0.48147945]]",9,-0.24600237251225843
[-2.08948062 -0.29764537 -0.87375423],-0.857728610000272,0.5141027441932217,"[[-4.32357852 -0.75525103  1.39972997]
 [-2.88700886  1.76956249  1.16654048]
 [-2.190507   -2.64499164  1.52243748]
 [-0.42804655  1.37397932 -0.96638392]
 [ 1.08167019 -1.05748943 -0.506059  ]]",23,-0.2630398624527105
[-2.08948062 -0.29764537 -0.87375423],-0.844853565249707,0.534997619887097,"[[-5.18400672 -0.31418796  1.29994274]
 [-2.57902785  1.56634966  1.30708338]
 [-1.49867902 -2.76600602  1.68043403]
 [-0.53844598  1.16484596 -1.91927216]
 [ 1.79881569 -1.51560401 -0.65908844]]",15,-0.254455681477239
[-2.08948062 -0.29764537 -0.87375423],-0.8314696123025452,0.5555702330196021,"[[-5.01504316 -0.44626655  1.29741962]
 [-2.95075128  1.63750434  1.15631271]
 [-1.72545624 -2.61093234  1.95114507]
 [-0.2671656   1.22387885 -2.07648849]
 [ 1.35345108 -0.98763499 -0.63050924]]",11,-0.24911346249395835
[-2.08948062 -0.29764537 -0.87375423],-0.8175848131515837,0.575808191417845,"[[-5.08552168 -0.31723647  1.7582504 ]
 [-3.26851201  1.12897749  0.85036014]
 [-1.39532262 -2.23651825  2.10552391]
 [-0.30560926  1.33020021 -2.21796526]
 [ 1.19560058 -0.86783979 -0.97514249]]",7,-0.2593470331284081
[-2.08948062 -0.29764537 -0.87375423],-0.8032075314806447,0.5956993044924334,"[[-4.9656858  -0.47989432  1.71456317]
 [-3.52855463  1.0217658   0.50103542]
 [-1.44616013 -2.20375606  2.27287848]
 [-0.18018966  1.489209   -2.20496701]
 [ 1.18541337 -0.59778984 -0.69035631]]",6,-0.2525426927159245
[-2.08948062 -0.29764537 -0.87375423],-0.7883464276266061,0.6152315905806268,"[[-4.87015893 -0.46645967  2.1843983 ]
 [-3.69668304  1.34521576  0.49611845]
 [-1.53344086 -2.23314702  2.30899039]
 [-0.15638416  1.00378486 -2.39685584]
 [ 1.00032948 -0.33933263 -0.845858  ]]",12,-0.2509453527022096
[-2.08948062 -0.29764537 -0.87375423],-0.7730104533627369,0.6343932841636454,"[[-5.0780882  -0.18666026  2.16296437]
 [-3.809855    1.40452794  0.65445547]
 [-1.39139356 -2.50008629  2.35470633]
 [-0.19481916  0.74714473 -2.49031177]
 [ 0.57283443 -0.30957753 -1.02595041]]",8,-0.26037235972146605
[-2.08948062 -0.29764537 -0.87375423],-0.7572088465064846,0.6531728429537765,"[[-4.93287464 -0.07869131  1.88582628]
 [-4.05591251  1.32670047  0.63209182]
 [-1.42942317 -2.64995915  2.31576402]
 [-0.069901    0.67753416 -2.51261429]
 [ 0.71966526 -0.36372507 -0.97501017]]",7,-0.25812027131381443
[-2.08948062 -0.29764537 -0.87375423],-0.7409511253549591,0.6715589548470181,"[[-4.91236749 -0.81804351  1.63975301]
 [-4.2863844   1.66742207  0.66268585]
 [-1.40312173 -1.88188127  2.51854753]
 [ 0.07678334  0.49639622 -2.64207023]
 [ 0.57497482 -1.03371223 -0.94771935]]",8,-0.25836834508863604
[-2.08948062 -0.29764537 -0.87375423],-0.7242470829514668,0.6895405447370669,"[[-6.63851171 -0.68888859  2.40011576]
 [-3.53911752  2.25475457  0.32512268]
 [-0.80214895 -2.36065652  1.88898073]
 [ 1.31260132 -0.096571   -2.52638951]
 [ 1.58621052 -0.519276   -1.32983299]]",21,-0.2570142387593886
[-2.08948062 -0.29764537 -0.87375423],-0.7071067811865474,0.7071067811865475,"[[-6.6569032  -0.72742727  2.16407742]
 [-3.63854185  2.46165017  0.54357209]
 [-0.83079374 -2.46833387  1.71729921]
 [ 1.24347092  0.23595392 -2.54062361]
 [ 1.24599113 -0.63371086 -1.38124232]]",5,-0.23624439290783236
[-2.08948062 -0.29764537 -0.87375423],-0.6895405447370667,0.7242470829514669,"[[-6.89613949 -1.49407476  3.74183175]
 [-3.20338669  3.04488279 -0.01227617]
 [-0.97607663 -2.89802886  0.81937841]
 [ 1.32534548  0.64519482 -2.34826863]
 [ 0.9439407  -0.37209593 -2.60870835]]",43,-0.22522946529805055
[-2.08948062 -0.29764537 -0.87375423],-0.6715589548470183,0.7409511253549589,"[[-6.14128493 -2.03176461  3.73030439]
 [-3.50142682  3.30443243 -0.87537339]
 [-1.7450638  -2.66316159  1.34418366]
 [ 1.10266572  0.46061473 -2.80219312]
 [ 0.89630975 -0.35624437 -2.7418791 ]]",24,-0.2474853039777494
[-2.08948062 -0.29764537 -0.87375423],-0.6531728429537768,0.7572088465064843,"[[-6.77562336 -1.57191579  4.17313079]
 [-2.71277562  3.807923   -0.34094613]
 [-2.24619899 -2.76077288  1.78182706]
 [ 0.63661387  0.20740563 -3.2668647 ]
 [ 0.15097317  0.01574881 -2.56689738]]",21,-0.2249034121664914
[-2.08948062 -0.29764537 -0.87375423],-0.6343932841636456,0.7730104533627368,"[[-6.89601248 -1.70347527  3.91297178]
 [-2.60063584  3.91196137 -0.66684935]
 [-2.32972235 -2.97614212  1.25810896]
 [ 0.70065968  0.20955777 -3.40140568]
 [ 0.64478726  0.16246096 -2.88233753]]",8,-0.2349212941987356
[-2.08948062 -0.29764537 -0.87375423],-0.6152315905806266,0.7883464276266062,"[[-6.59813172 -1.38424838  4.43356052]
 [-2.96241639  3.67815204 -0.44072068]
 [-2.69167344 -2.89498813  0.96020989]
 [ 0.43286312  0.02171458 -3.20691064]
 [ 0.78310135  0.370211   -2.90125125]]",11,-0.24902455052880348
[-2.08948062 -0.29764537 -0.87375423],-0.5956993044924331,0.8032075314806448,"[[-6.98007746 -1.76317152  4.30242686]
 [-2.60283099  3.64063756 -0.39335986]
 [-2.1925838  -2.93965525  0.7628651 ]
 [ 0.16743038  0.03934681 -3.12665367]
 [ 0.58187813  0.43455387 -3.27227195]]",14,-0.2602120916455082
[-2.08948062 -0.29764537 -0.87375423],-0.5758081914178452,0.8175848131515836,"[[-6.67447744 -1.55091083  3.27794239]
 [-2.47259869  3.11276968  0.31858605]
 [-2.64743844 -2.72488142  0.92217684]
 [-0.49216204  0.16962366 -2.82866458]
 [ 0.33173246  0.44794505 -3.43532729]]",24,-0.2597842479490084
[-2.08948062 -0.29764537 -0.87375423],-0.5555702330196022,0.831469612302545,"[[-6.80458135 -1.65024755  3.30121245]
 [-2.42871931  3.09822376  0.41552871]
 [-2.71431542 -2.65103933  0.87126373]
 [-0.36495858  0.19548806 -2.9763164 ]
 [-0.02865463  0.4190571  -3.4853741 ]]",8,-0.2608441108383578
[-2.08948062 -0.29764537 -0.87375423],-0.5349976198870973,0.8448535652497069,"[[-7.16343056 -1.20190649  3.48271243]
 [-2.30765031  2.56651274  0.64837475]
 [-2.77781862 -2.63581645  0.90013885]
 [ 0.04995709  0.33371308 -2.95983825]
 [-0.12844459  0.11885771 -3.40076913]]",11,-0.23587578737507592
[-2.08948062 -0.29764537 -0.87375423],-0.5141027441932214,0.857728610000272,"[[-7.3811086  -0.7521701   3.34656586]
 [-2.05148749  1.58150652  0.56698994]
 [-3.16918414 -1.85030869  0.42115952]
 [ 0.04557049  0.85874209 -3.20772459]
 [ 0.4859536  -0.45837895 -2.88412617]]",25,-0.24356408477934566
[-2.08948062 -0.29764537 -0.87375423],-0.49289819222978387,0.8700869911087113,"[[-7.6088037  -0.63552927  3.83595643]
 [-2.12747475  1.78817361  0.7618776 ]
 [-3.29258938 -1.87295926  0.31163289]
 [ 0.19962525  0.76347095 -2.93527043]
 [ 0.81074144 -0.27123432 -3.1245259 ]]",9,-0.24271857472014144
[-2.08948062 -0.29764537 -0.87375423],-0.47139673682599764,0.8819212643483549,"[[-7.57439929 -0.38786816  3.95373717]
 [-2.16638211  1.75898549  0.94874575]
 [-3.42469653 -2.02459306  0.08566118]
 [-0.10042381  0.48192168 -2.81718521]
 [ 0.93871121 -0.67070014 -3.15748576]]",9,-0.2280465044245507
