init_joint_angles,x_target,y_target,z_target,Theta,iter_count,cost
[0.         0.52359878 1.57079633 1.57079633],0.0334562047374619,0.1465812103800755,0.054723222932107,"[[ 6.63327139  3.99435993 -7.75889459 -8.29739781]
 [ 3.4248635   3.15046691 -1.70134502 -3.00591143]
 [-2.2320643   0.15046117 -1.52393739 -4.42971855]
 [-0.1756656  -0.7130917   2.48055683 -2.70513461]
 [-3.48299499 -0.74692903  3.36918123  0.95969478]]",25,1.6237351428039046
[0.         0.52359878 1.57079633 1.57079633],-0.0334562047374619,0.1465812103800755,0.054723222932107,"[[ 8.48553995  3.4032976  -7.46626277 -9.9662077 ]
 [ 3.58946982  3.59622921 -1.76006359 -2.73539521]
 [-1.08899647  0.78976494 -2.49246385 -4.22447978]
 [-0.65329675 -0.95793587  3.03545262 -2.92198038]
 [-2.42622317 -1.15932555  4.01106142  1.03188715]]",27,1.6991191794540048
[0.         0.52359878 1.57079633 1.57079633],-0.0937422025507072,0.1175490039637304,0.054723222932107,"[[10.26471586  4.06214062 -7.35701866 -8.77308761]
 [ 4.26016381  3.18856222 -1.87991659 -3.99252298]
 [-1.22983134  0.84105704 -2.70199533 -3.97427993]
 [ 0.56488433 -1.37084519  3.11523448 -3.01257014]
 [-3.13353723 -1.29071694  4.53049102  1.72731475]]",17,2.172402186982888
[0.         0.52359878 1.57079633 1.57079633],-0.1354614074761179,0.0652347756684428,0.054723222932107,"[[11.45705047  3.70778993 -7.06928415 -7.93946216]
 [ 5.42443803  3.45338138 -1.5123124  -3.81266551]
 [-0.6943966   0.92715142 -2.79164629 -3.29363319]
 [ 1.29497448 -1.62807254  2.09554225 -3.04649543]
 [-2.89355992 -0.61050159  3.89894198  1.45519297]]",28,2.7542188574709465
[0.         0.52359878 1.57079633 1.57079633],0.1314045802527123,0.0,0.4720517305217813,"[[-2.03762497  1.18688555 -0.56469168 -0.61086998]
 [-1.011414    2.66673523  0.05351482  0.66989592]
 [-0.36534681 -0.49310594  0.15120657  0.7008951 ]
 [ 1.3557141   2.51924262  0.09610305 -0.44484412]
 [ 0.64270078  1.08256909 -0.161544   -0.21828823]]",18,4.725076300599588
[0.         0.52359878 1.57079633 1.57079633],0.1314045802527123,0.0,0.4720517305217813,"[[-1.46089135  1.49816292  0.18770852  0.17324382]
 [ 0.10832145  1.97872198 -0.93769479  0.62884528]
 [-2.7927698   1.70249577 -0.30581039  0.16172017]
 [ 0.82780722  0.68621032 -0.09223042 -0.09732781]
 [-1.61194219 -0.03794366  0.62809134 -1.06707895]]",107,4.764100692629155
[0.         0.52359878 1.57079633 1.57079633],0.1137997046724799,0.0657022901263561,0.4720517305217813,"[[ 1.54847091  2.56571271 -0.37609037  2.82543583]
 [ 1.06458458  0.17310824 -0.88999733  0.21800122]
 [-2.21671256  1.38640006  1.4111225  -0.1701929 ]
 [ 3.2806072   1.06744023 -1.06672604 -0.20155505]
 [-1.42313861 -0.94587168  0.27301968 -2.01594276]]",90,2.831723450460765
[0.         0.52359878 1.57079633 1.57079633],0.0657022901263562,0.1137997046724798,0.4720517305217813,"[[ 4.64272582  3.74376936 -0.65331786  0.05012397]
 [ 1.36242663  0.53603261 -0.83754707  1.89795901]
 [-2.26998244  2.42278581  0.41590095 -0.17977147]
 [ 3.62702799 -0.50298232 -0.75402501 -0.95637501]
 [-1.62164108 -2.6920675   0.16089634 -2.45812714]]",103,1.865502830709588
[0.         0.52359878 1.57079633 1.57079633],8.046209929989286e-18,0.1314045802527123,0.4720517305217813,"[[ 5.25066229  4.32878999 -0.1965535   0.42965617]
 [ 2.26554982  0.57719367 -0.27785578  1.82605076]
 [-1.2636665   1.11195347  0.56551014 -0.47804103]
 [ 4.58780535  0.02630068 -1.58444083 -3.09418993]
 [ 1.02003929 -2.49215269  1.25160276 -5.24808275]]",110,1.9178707966157935
[0.         0.52359878 1.57079633 1.57079633],-0.0657022901263561,0.1137997046724799,0.4720517305217813,"[[ 7.98896614  2.75103462  1.06495763  3.98678273]
 [ 1.53322369  1.15533379 -2.33589104 -0.75541896]
 [ 0.310617    1.75097205  1.43276388 -0.49169636]
 [ 4.97421342  0.93083737 -2.74501021 -3.11752951]
 [ 1.37874    -1.91499067  0.65228434 -5.91145191]]",108,2.3859744426056726
[0.         0.52359878 1.57079633 1.57079633],-0.1137997046724798,0.0657022901263562,0.4720517305217813,"[[ 9.35375786  3.2086697   0.59060693  3.66947572]
 [ 2.75515617  1.8652843  -2.48427592 -0.57398841]
 [ 1.31424165  1.90689427  1.56941071 -0.7379019 ]
 [ 4.96906671  0.36665948 -3.37684062 -3.62046889]
 [ 2.02602807 -2.42232084  0.79061313 -5.74966471]]",23,3.0113991674494223
[0.         0.52359878 1.57079633 1.57079633],0.2910968883852116,0.0,0.2442592916808849,"[[-14.41981634  -3.87425811  -0.17440948  -7.46933797]
 [ -0.5000667    6.98123811   3.6912948   -0.78196614]
 [ -1.19145431  -1.18636261  -0.62803204  -0.02639658]
 [ -0.39153982  -0.72703074   0.13588336  -3.06118803]
 [  1.73012134   0.4766643    2.37571104  -3.21221479]]",409,6.519731565418637
[0.         0.52359878 1.57079633 1.57079633],0.2910968883852116,0.0,0.2442592916808849,"[[-2.49782322  0.32678034 -1.23248377 -8.18574353]
 [-0.35519034  1.77067819  1.74996122 -0.53243411]
 [ 0.09644814 -0.6831724   1.00112174  1.13828668]
 [-0.07691975  1.73582924  0.68270371  0.52315647]
 [-0.76914578  0.58067015  0.17671154 -4.18764431]]",48,4.971676430003379
[0.         0.52359878 1.57079633 1.57079633],0.2837984816360197,0.0647751514752543,0.2442592916808849,"[[ 4.80268632 -0.98404127 -0.3375937  -4.51374718]
 [-2.00387638  1.63578063  1.75378391 -1.16943659]
 [-2.26077918  0.44104201  1.11246154 -2.2492682 ]
 [-0.4232478   2.14913229  0.40400172 -1.93777656]
 [-1.48485971  0.6839907   0.14248184 -4.85171335]]",161,2.655901429306349
[0.         0.52359878 1.57079633 1.57079633],0.262269233978341,0.126302206378062,0.2442592916808849,"[[ 4.18494345 -4.06847999  2.14329836 -5.46162902]
 [ 0.24372774  3.18200961  1.01744043 -2.61078366]
 [-2.57780552  0.31399592  0.26692625 -4.02648305]
 [-0.83416143  3.43493641  0.53671997 -1.12839874]
 [ 0.32488893  3.3144901   1.66474525 -5.08644154]]",194,3.2736723545862545
[0.         0.52359878 1.57079633 1.57079633],0.2275887117880406,0.1814959412609894,0.2442592916808849,"[[ 4.72278726 -3.75307048  1.91286048 -6.11759771]
 [ 0.76655655  3.05556283  1.44195059 -2.58524591]
 [-2.50522217  0.16305177  0.14635502 -3.54106299]
 [-0.32033872  3.15250795  0.73520149 -0.65925577]
 [ 0.78889746  3.24302174  1.47413377 -5.18750168]]",12,3.14776754070321
[0.         0.52359878 1.57079633 1.57079633],0.1814959412609895,0.2275887117880405,0.2442592916808849,"[[ 5.44878721 -4.7546171   2.26958503 -5.74497642]
 [ 0.95632085  2.53722143  1.94626562 -3.38562079]
 [-2.23898103  1.1114717  -0.15232439 -4.09557219]
 [ 0.21444037  3.84999024  0.95241774 -0.43966846]
 [ 1.13131787  3.64422974  1.7886528  -5.00632035]]",19,3.171268761142856
[0.         0.52359878 1.57079633 1.57079633],0.1263022063780621,0.262269233978341,0.2442592916808849,"[[ 6.290122   -4.3239701   2.32389739 -6.09287425]
 [ 1.42159878  2.37930856  1.78217681 -3.59680395]
 [-2.16608969  1.31098371 -0.20438268 -3.90392714]
 [ 0.16119373  3.59264146  0.66721141 -0.18977737]
 [ 1.55992525  3.02270847  1.74675089 -5.09442672]]",18,3.154829473278136
[0.         0.52359878 1.57079633 1.57079633],0.0647751514752543,0.2837984816360197,0.2442592916808849,"[[ 5.78627361 -3.69462881  1.5355722  -5.83570794]
 [ 3.10465193  1.6037654   1.87173752 -2.44171944]
 [-1.47643525  1.45455394  0.31528914 -4.84778012]
 [-0.18897773  3.84787419  1.04801991 -0.56358949]
 [ 1.63398161  2.47220009  1.72050684 -5.77724973]]",38,3.3068663075039733
[0.         0.52359878 1.57079633 1.57079633],8.246103720653545e-17,0.2910968883852116,0.2442592916808849,"[[ 7.48844862 -4.21874235  2.25509936 -6.24935652]
 [ 2.67909432  1.94245352  1.71034024 -1.15004258]
 [-0.47402524  0.78185822  0.84022204 -3.31191285]
 [-1.6283214   4.02260049  2.04064796 -1.22778335]
 [ 1.25057986  1.57793187  1.71431465 -6.72559504]]",88,3.642625831431341
[0.         0.52359878 1.57079633 1.57079633],-0.0647751514752542,0.2837984816360197,0.2442592916808849,"[[ 10.91240437  -7.67199931   1.82600842 -15.26021847]
 [  2.16672661   3.82253381   1.40634586  -2.97979406]
 [ -1.60354504   2.3592508    0.62238754  -2.62472655]
 [ -3.27019685   3.90289577   2.33886383   0.20456423]
 [  1.27984525   4.15348646   1.28157224  -7.7209336 ]]",102,3.3301324133933927
[0.         0.52359878 1.57079633 1.57079633],-0.126302206378062,0.262269233978341,0.2442592916808849,"[[ 10.00991633  -7.90831813   3.27549803 -22.13434219]
 [  3.20574314   3.34005339   0.33648734  -3.51007874]
 [ -0.866458     2.54753873  -0.4297865   -3.25815155]
 [ -1.95779043   4.81840602   1.58216327   0.50789085]
 [  2.49551025   4.6333397    2.48129869  -9.55589947]]",111,3.196830785024064
[0.         0.52359878 1.57079633 1.57079633],-0.1814959412609894,0.2275887117880406,0.2442592916808849,"[[ 12.5668177   -9.13385893   0.22652163 -28.30982114]
 [  2.00282757   3.70625705   1.59830591  -2.663478  ]
 [ -2.08515649   4.37872328   0.30876964  -3.5695025 ]
 [ -0.2266726    4.44672281   2.03838987  -0.14672986]
 [  2.38775789   4.97482953   4.52849243  -8.96660282]]",129,3.277886359273717
[0.         0.52359878 1.57079633 1.57079633],-0.2275887117880405,0.1814959412609895,0.2442592916808849,"[[ 12.50862737  -7.15851473   0.25736914 -27.98020284]
 [  2.53911353   2.29839045   1.29351563  -3.86477597]
 [ -1.90360901   3.79638785   0.70277126  -4.52167107]
 [  1.30306752   4.49356339   2.4703293    0.1542816 ]
 [  3.20327198   5.08414053   4.74802422  -8.87224362]]",39,3.3527242846342924
[0.         0.52359878 1.57079633 1.57079633],-0.2622692339783409,0.1263022063780621,0.2442592916808849,"[[ 13.04652216  -6.72717597  -0.24970393 -27.5489778 ]
 [  3.65549065   2.07412695   2.32392462  -3.67386392]
 [ -1.79313574   3.00356259   0.7472745   -4.39196048]
 [  0.88855597   4.46499424   2.80243626  -0.23010049]
 [  3.04012534   5.16667415   4.64071076  -8.76877883]]",11,3.5547538113149035
[0.         0.52359878 1.57079633 1.57079633],-0.2837984816360197,0.0647751514752543,0.2442592916808849,"[[ 12.95157314  -5.03343223  -0.34877335 -31.45050624]
 [  4.06267941   1.50277662   2.63418897  -5.43384211]
 [ -0.45345912   1.26725226   1.39234142  -3.85687272]
 [  0.78672119   4.61996559   2.58668147  -0.05431491]
 [  4.16479398   4.7620984    4.56128235  -9.23957402]]",104,3.7833555618293913
[0.         0.52359878 1.57079633 1.57079633],0.1940790853591869,0.0,0.4499258923713342,"[[-0.43054739  0.74103798 -0.57358045 -0.57327877]
 [-0.0319458   1.43910144  0.64528717 -0.19396714]
 [-0.42335885  1.41263851 -0.11960664  0.77839483]
 [-0.34730927  0.77402693  0.28101293 -0.06841416]
 [ 0.7779436   0.04620145  0.01878157  1.48546539]]",32,5.19757003987816
[0.         0.52359878 1.57079633 1.57079633],0.1940790853591869,0.0,0.4499258923713342,"[[-0.78447717  2.2794689   1.53457203 -1.49802923]
 [ 0.42836058 -0.59208838  0.23541126  1.34437831]
 [-0.05248826  0.19040794  0.05683327  0.01140606]
 [ 0.04186499  0.21620554  1.61663698 -0.20702739]
 [-0.9198688  -0.24940946 -0.3447592   0.37360491]]",45,6.610398518733951
[0.         0.52359878 1.57079633 1.57079633],0.1823746843609063,0.0663789565910638,0.4499258923713342,"[[-0.40055609  3.38287533  1.30995483 -1.4043715 ]
 [ 0.90137903 -0.54366125 -0.23194406  1.14475007]
 [ 1.27077369  1.12872917 -1.00501509  0.23446032]
 [ 0.48098292 -1.03789696  1.21236636  0.04586852]
 [-0.03933088 -1.21093928 -0.09045549  0.17920119]]",89,2.315473099942541
[0.         0.52359878 1.57079633 1.57079633],0.1486732048650189,0.1247516313681815,0.4499258923713342,"[[ 4.36381641  5.73812865 -2.6093428  -2.01306031]
 [-1.10542231 -2.74280387  1.1434308   4.30879333]
 [ 0.89129725  3.09922011 -0.49037012 -1.85433675]
 [-0.47950605 -2.56957187  2.09801684  0.37590836]
 [ 0.36729825 -1.09167562  0.32838375 -2.60829506]]",300,2.133335213877407
[0.         0.52359878 1.57079633 1.57079633],0.0970395426795934,0.1680774182643043,0.4499258923713342,"[[ 5.26270272  5.29738738 -2.98365357 -0.81893327]
 [-0.07437188 -2.60710596  1.39720308  5.54668937]
 [ 0.72392701  4.50606247 -1.73863276 -3.47592217]
 [ 0.77779427 -2.81477253  1.41020665 -0.89046014]
 [-0.9817588  -0.92896273  0.47114836 -2.79825418]]",194,2.934352807707174
[0.         0.52359878 1.57079633 1.57079633],0.0337014794958874,0.1911305879592453,0.4499258923713342,"[[ 4.42703023 -0.41577338 -3.83674322 -3.48127159]
 [ 1.30039475  1.09870537  2.44024346  5.44720744]
 [ 1.79013653  6.68662672  1.17548709 -2.22736482]
 [ 3.07614094 -3.23105694  3.79303066 -0.40060078]
 [-0.9402112  -2.01872018 -0.76635605 -2.58443358]]",224,2.181572226480652
[0.         0.52359878 1.57079633 1.57079633],-0.0337014794958874,0.1911305879592453,0.4499258923713342,"[[ 5.85598428  0.49701783 -2.07453198 -5.85203133]
 [ 2.65470294  0.64536037  2.91660656  4.76419473]
 [ 2.38073546  5.74730039  0.34400212 -0.58089796]
 [ 1.31183246 -4.57146247  3.87228987 -0.30132643]
 [-1.29229392 -1.31282586 -0.11060033 -1.68706606]]",232,3.8595812304605857
[0.         0.52359878 1.57079633 1.57079633],-0.0970395426795934,0.1680774182643043,0.4499258923713342,"[[ 7.52480222  3.24936468 -2.3770589  -5.63644063]
 [ 3.41016091 -0.17688149  1.99108031  6.0655908 ]
 [ 2.16766527  4.53111767  0.02713821 -0.28838554]
 [ 0.47653437 -5.61541519  3.36382347 -1.14392155]
 [-0.42669255 -2.09291814 -0.27698376 -1.93844724]]",48,2.5561442138868595
[0.         0.52359878 1.57079633 1.57079633],-0.1486732048650189,0.1247516313681815,0.4499258923713342,"[[ 8.1123711   5.15099033 -2.08027479 -1.78844429]
 [ 4.39890146 -1.32087237  1.01375217  2.89433295]
 [ 3.04033308  4.37966022 -0.64140295  1.6850763 ]
 [ 0.39596969 -5.22536418  2.10437576 -2.15975991]
 [ 0.62025843 -3.70453094 -1.67336251 -2.71370814]]",255,3.0289049795168936
[0.         0.52359878 1.57079633 1.57079633],-0.1823746843609063,0.0663789565910638,0.4499258923713342,"[[10.73040575  7.57419873 -3.81531516 -1.30716522]
 [ 3.44557583 -2.37068659  2.29243267  0.19041767]
 [ 3.10263397  3.22581305 -0.07655134  2.33640781]
 [ 0.68065797 -5.79671656  4.58691983 -2.82078383]
 [ 0.48857471 -4.65807939 -0.58697846 -3.97515985]]",189,4.239440169902897
[0.         0.52359878 1.57079633 1.57079633],0.19,0.0,0.3290896534380866,"[[-0.64587213 -2.2407343  -0.31680576  4.35189162]
 [-0.49331563 -0.33374437  1.15255908  2.71303851]
 [-0.33711292 -0.85439233  1.15334469  1.71979037]
 [-0.70950726 -0.29430852 -0.07961066 -0.71915129]
 [ 1.03596628 -0.22784952 -0.06486074  1.37471411]]",41,5.954019437430517
[0.         0.52359878 1.57079633 1.57079633],0.19,0.0,0.3290896534380866,"[[-2.2906244  -3.70749719  0.98423244  3.72323295]
 [ 1.15844496 -0.03869269  0.826807    3.42460959]
 [-0.8791069   0.67231823 -0.28350895  1.39394897]
 [-0.8692393  -0.39149195 -0.04523416  0.68950211]
 [ 0.2432839  -0.13835301 -0.34385388 -0.96986287]]",39,5.96094715516302
[0.         0.52359878 1.57079633 1.57079633],0.1785415979493226,0.064983827231877,0.3290896534380866,"[[-3.93555393 -3.7801198   0.74747573  4.17184069]
 [ 1.85013813  0.77653604  0.94031494  3.02395182]
 [-1.60826482  0.97766719 -0.08638723  1.45584529]
 [-0.69285875  0.20850889  0.47488852  1.00467023]
 [ 0.69373032  0.18359418 -0.70136823 -0.5258839 ]]",35,25.69553515594093
[0.         0.52359878 1.57079633 1.57079633],0.1455484441926058,0.1221296458404425,0.3290896534380866,"[[ 3.93459917 -4.29788347 -0.95330084  3.76556317]
 [ 1.11729283  0.50986735  1.7848543   3.08312674]
 [-1.56644527  0.24957192  0.83441103  1.08662929]
 [-1.36064104  0.95921025  0.4462817   1.59649342]
 [ 2.42217516  0.57340041  0.54660227 -0.82007265]]",65,3.01744497560216
[0.         0.52359878 1.57079633 1.57079633],0.095,0.1645448267190433,0.3290896534380866,"[[ 5.25889487 -5.41051266 -1.39126554  3.81930046]
 [ 2.92180118  0.15959679  2.9960012   1.09987063]
 [-2.50686933 -0.06232304 -0.40394868  4.19797176]
 [-2.11818653 -0.19615162  0.22831167  1.78351599]
 [ 2.85186227  1.77586159 -0.15635518 -0.62018442]]",174,3.312321151374402
[0.         0.52359878 1.57079633 1.57079633],0.0329931537567167,0.1871134730723196,0.3290896534380866,"[[  8.28206103 -10.99766651   0.03395778   3.10707059]
 [  1.89051777   0.6650348    1.24880431   1.51243141]
 [ -2.02612192   2.06027532  -0.31898752   4.02525359]
 [ -2.21719107  -0.34427097   1.23223944   1.87866474]
 [  1.65862926   2.12721606  -0.19345177  -0.58412451]]",62,2.993286926154892
[0.         0.52359878 1.57079633 1.57079633],-0.0329931537567168,0.1871134730723195,0.3290896534380866,"[[  9.94638144 -11.2999209   -0.24752094   2.85825974]
 [  2.38571002   0.35495996   1.3130294    1.79068059]
 [ -2.29660035   2.30464401  -0.02032503   3.79072001]
 [ -1.58139802  -0.45890767   1.31627143   2.39563218]
 [  1.10110259   2.17966238  -0.28670692  -0.46853993]]",15,2.9367236408073776
[0.         0.52359878 1.57079633 1.57079633],-0.0949999999999999,0.1645448267190434,0.3290896534380866,"[[ 11.33587451 -13.21154063   2.41814399   4.03302191]
 [  3.14703688   0.92166782  -0.55069309   0.32321505]
 [ -2.44841757   3.1849962   -0.48091853   3.5067984 ]
 [ -1.1809839   -1.20030789   0.16463694   2.47864594]
 [  1.43578937   2.79768953  -1.06166991   1.4607886 ]]",111,2.982452422801789
[0.         0.52359878 1.57079633 1.57079633],-0.1455484441926058,0.1221296458404425,0.3290896534380866,"[[ 11.10125644 -13.60585771   0.73207565   4.77998605]
 [  5.08171245   0.89493152   0.29736417  -0.27152858]
 [ -2.2180553    3.79302838   0.49966139   1.54174988]
 [ -1.08147832  -0.73738168   1.35751135   3.93705988]
 [  3.3626319    3.80154307  -2.03691914   2.82740217]]",107,3.035923202393348
[0.         0.52359878 1.57079633 1.57079633],-0.1785415979493226,0.064983827231877,0.3290896534380866,"[[ 9.1216538  -6.53598627  1.00808193  6.34766733]
 [ 6.03337088  0.94945274 -0.91017256 -1.26558433]
 [ 0.48293929  1.7067134   2.7851998   0.21138706]
 [ 1.50182027 -2.01743719 -0.73751463  4.23795227]
 [ 4.74647335  1.84616145 -1.35875123  4.5509061 ]]",250,2.9505394692238207
[0.         0.52359878 1.57079633 1.57079633],0.0741893813172314,0.0,0.2975573560579722,"[[-0.86526952 -3.73613736  2.93659509  5.97613002]
 [-0.78122565  2.29979146 -0.20595715  2.39702211]
 [-0.67373959 -1.60721298 -0.64743929  2.96162405]
 [ 1.09410782 -2.1714102   2.69699676  0.75780359]
 [-0.50654234  1.87716804  0.94105082  0.02923724]]",39,8.07767244880788
[0.         0.52359878 1.57079633 1.57079633],0.0741893813172314,0.0,0.2975573560579722,"[[-1.70061469 -2.37053617  0.39584781  8.51421731]
 [ 0.5134196   0.34695432  1.27479125  2.64897568]
 [ 0.03032583 -0.60608568  1.90316353  0.8568805 ]
 [-0.7429434   0.27596948  1.81414683  0.26652666]
 [ 0.11019785  0.2741808   0.16017763  1.14353128]]",23,8.074087091109313
[0.         0.52359878 1.57079633 1.57079633],0.0370946906586157,0.064249888911773,0.2975573560579722,"[[ 3.81839    -4.46067732  0.01908837  8.93752476]
 [-0.12937664  0.97900236  1.56815316  2.7430631 ]
 [ 1.62068306 -1.41316134  2.15133937  0.74490782]
 [ 0.4844271   2.26175189  1.96317759 -0.0385986 ]
 [-0.15039956 -1.16069416 -0.12539848  0.84236539]]",38,4.948502195467409
[0.         0.52359878 1.57079633 1.57079633],-0.0370946906586157,0.064249888911773,0.2975573560579722,"[[ 7.00960102 -2.96155064 -0.30108519  8.56962437]
 [ 1.8147073   0.22996801  1.88479925  2.81282954]
 [ 2.87863862 -1.43143894  2.40121471  0.98549465]
 [ 1.34919088  3.21883887  1.68579386 -0.48846517]
 [-0.92233665 -1.2622491  -0.28048844  1.16540786]]",18,5.109672679583927
[0.         0.52359878 1.57079633 1.57079633],0.2922167242033698,0.0,0.1802419592481989,"[[-3.6291298   1.20671821 -0.43129396 -7.05463757]
 [ 0.45807406  1.49653558  0.22935483 -1.98530235]
 [-1.66298781 -1.40420397  1.51578885 -4.03658066]
 [ 0.06242392 -0.5042504   0.62577588 -0.56756009]
 [-2.16772358  2.49821962  0.09040203 -0.76033709]]",143,4.804301662364783
[0.         0.52359878 1.57079633 1.57079633],0.2922167242033698,0.0,0.1802419592481989,"[[-1.53905718  0.81206003  1.55978329 -7.64008953]
 [-0.23874137 -0.12131451  0.31442955 -2.63563844]
 [ 0.42564208  0.63509369  0.42542972 -0.50739509]
 [ 0.33734151 -0.11373617  0.64986431 -2.22978307]
 [-0.55519083  0.06128511  1.04676658  0.38822646]]",20,7.499066118891798
[0.         0.52359878 1.57079633 1.57079633],0.2848902408322031,0.0650243383873886,0.1802419592481989,"[[-1.89496901  1.65843757  1.26088633 -7.07471451]
 [ 1.28806552 -0.70760929  0.42675721 -1.62971234]
 [ 1.13063689  0.66669977 -0.42236561 -0.90553872]
 [ 1.06196339  0.21618848  0.12947323 -2.5486569 ]
 [ 0.48662725  0.5839811  -0.19366982  0.80424007]]",16,2.011323163876684
[0.         0.52359878 1.57079633 1.57079633],0.2632781711876636,0.1267880849300423,0.1802419592481989,"[[-1.57182257  4.06708752  0.17909477 -8.6764591 ]
 [ 1.98585969 -1.10850477  0.75575426 -2.95396172]
 [ 1.03285429 -1.38302968 -0.41484651 -2.39376058]
 [ 2.47109897  0.08453806 -0.85015121 -2.05879452]
 [ 0.92455657  1.18494564  1.02297768 -0.51448753]]",85,2.165518094569065
[0.         0.52359878 1.57079633 1.57079633],0.228464234685872,0.1821941474733672,0.1802419592481989,"[[ -1.43667158   3.77844646   0.94945822 -11.14464223]
 [  2.81186584  -1.4847515   -0.09975638  -2.42207716]
 [  1.65007238  -0.97792163  -0.38804928  -2.43192503]
 [  2.41383317   0.16602802  -0.23880364  -2.06934338]
 [  1.66279637   1.56985885   1.13786205   0.81459654]]",31,1.8555976263120824
[0.         0.52359878 1.57079633 1.57079633],0.1821941474733672,0.228464234685872,0.1802419592481989,"[[-1.52744393e+00  2.73734324e+00  1.06301174e+00 -6.25454387e+00]
 [ 3.95325070e+00 -1.42170605e+00 -1.01612868e-01 -3.44089478e+00]
 [ 1.42377267e+00 -6.95999318e-01  5.21963745e-04 -3.52676855e+00]
 [ 2.87869827e+00  7.97842227e-01 -4.55106319e-01 -1.40062586e+00]
 [ 3.63410530e+00  3.24354211e+00  1.17174135e+00  4.92588414e-01]]",124,1.826767407171268
[0.         0.52359878 1.57079633 1.57079633],0.1267880849300423,0.2632781711876636,0.1802419592481989,"[[ -2.5434828    3.46546173   0.81315077 -10.01459778]
 [  4.94088901  -1.98679423  -0.58339571  -4.88596111]
 [  3.04735413  -1.13415064   0.43248746  -3.75687144]
 [  2.69757403   1.46437082  -0.50522795  -0.38869916]
 [  4.68389855   3.44918125   1.69615858  -1.44897899]]",72,1.882952978278931
[0.         0.52359878 1.57079633 1.57079633],0.0650243383873886,0.2848902408322031,0.1802419592481989,"[[ -2.26860214   2.68741995   3.00052171 -14.56613152]
 [  4.68980334  -1.38816259  -1.20381961  -3.62920681]
 [  3.78459147  -1.13987582  -0.06368458  -4.23936674]
 [  4.27434143   1.02223448  -1.066776    -0.33227021]
 [  5.94164645   3.37119718  -0.22860514  -1.5332734 ]]",131,1.9247626037576155
[0.         0.52359878 1.57079633 1.57079633],1.789311379764909e-17,0.2922167242033698,0.1802419592481989,"[[ -2.10383699   2.66619315   2.89794566 -14.31024593]
 [  5.30691875  -1.09437032  -1.53754556  -3.11400521]
 [  4.59442177  -1.22144617  -0.24338269  -3.73762539]
 [  4.86183443   0.8356669   -1.08868422  -0.54696368]
 [  5.26760824   4.21001364  -0.24470248  -1.37524163]]",14,1.9179880857320653
[0.         0.52359878 1.57079633 1.57079633],-0.0650243383873885,0.2848902408322031,0.1802419592481989,"[[ -1.31842045   3.97241041   3.30274195 -13.13729013]
 [  6.37351569  -2.54689328  -3.3050283   -2.58806348]
 [  4.18273947  -0.72634272   0.37689623  -4.90699473]
 [  5.35674846   0.94820255  -0.64845     -0.44038231]
 [  4.51624182   4.12628427   0.68630045   0.7919571 ]]",79,2.22307254195173
[0.         0.52359878 1.57079633 1.57079633],-0.1267880849300423,0.2632781711876636,0.1802419592481989,"[[ -0.87383669   4.780278     2.90734101 -14.42847473]
 [  7.3219352   -2.79811947  -2.95563832  -0.87798091]
 [  3.64642602  -1.84582543   0.71318082  -5.23957301]
 [  6.16883888   1.62182836  -0.62822947  -0.26569522]
 [  5.05793724   2.70220453   1.17332029   0.35117809]]",60,2.146332389560728
[0.         0.52359878 1.57079633 1.57079633],-0.1821941474733672,0.2284642346858721,0.1802419592481989,"[[ -0.50280398   5.61348994   2.87911857 -14.10013493]
 [  7.6486715   -2.5049547   -2.74802591  -2.24737305]
 [  4.08809414  -3.22645344   0.85430412  -5.47293068]
 [  6.89424916   0.92940819  -0.9871102   -1.56431902]
 [  5.44275674   2.90374835   1.242221    -0.08578133]]",29,2.339373011266026
[0.         0.52359878 1.57079633 1.57079633],-0.228464234685872,0.1821941474733672,0.1802419592481989,"[[ -0.44794084   4.61913284   1.76123413 -13.3241398 ]
 [  7.85123646  -3.00432414  -1.08884041  -2.0557544 ]
 [  5.39236011  -3.32356528   1.14940368  -5.94699014]
 [  7.35352898   2.97586239  -1.18816502  -1.01863943]
 [  6.3402706    3.38294235   2.75149819  -0.77593389]]",55,2.841033928775268
[0.         0.52359878 1.57079633 1.57079633],-0.2632781711876635,0.1267880849300424,0.1802419592481989,"[[  0.7219934    5.34575629   2.0046392  -16.15760359]
 [  7.88091869  -2.73083581  -1.32078699  -0.98617136]
 [  5.35522501  -4.86907738  -0.3500203   -5.91983095]
 [  8.04584612   3.68733625   0.07666463  -1.27979085]
 [  5.66158414   3.35404059   3.56486777  -0.62863884]]",59,2.733804093874863
[0.         0.52359878 1.57079633 1.57079633],-0.2848902408322031,0.0650243383873886,0.1802419592481989,"[[  0.98853667   6.4863025   -0.2289905  -22.0600027 ]
 [  8.51459369  -4.4155629    0.51939342  -4.55727776]
 [  6.12656919  -4.63449469  -0.40601182  -6.69082654]
 [  8.30206754   3.93023322   1.0560369    3.36263827]
 [  4.78495791   4.53456126   3.10935221  -3.46003945]]",83,3.0825270769265183
