init_joint_angles,x_target,y_target,z_target,Theta,iter_count,cost
[0.         0.52359878 1.57079633 1.57079633],-0.4142726133604387,0.1277861777410664,0.228361324654244,"[[-7.38090914 -3.12249923  9.00207711  5.74847592]
 [-0.5549988  -4.86875268  3.1712394   1.54925367]
 [ 1.59457337 -0.05042252  3.77372555  2.15518042]
 [-0.10723136 -0.13884303  3.62949179 -0.87023227]
 [-3.22519518  0.47765058 -1.79206171 -1.61187501]]",22,1223.267712735013
[0.         0.52359878 1.57079633 1.57079633],-0.4286910720681658,0.0646147826058839,0.228361324654244,"[[-7.32466323 -2.89833687  8.96082299  5.80374186]
 [-0.81179937 -4.49622494  3.30349772  1.43106178]
 [ 1.44884297  0.07628042  4.51105135  2.21130889]
 [ 0.25650629 -0.28058231  3.81265266 -0.79901033]
 [-3.48140786  0.28007683 -1.94598493 -1.53076164]]",11,1221.1612883597816
[0.         0.52359878 1.57079633 1.57079633],1.0764523905531162e-16,0.0,0.38,"[[ 4.38224656 -1.98561537  1.31988376  3.93360618]
 [-3.2253683   2.51950362  0.96779335  4.27160863]
 [-2.53378308  1.91835078 -0.5820932   0.25839156]
 [-0.16961976  1.29709881 -0.09124484 -0.38464706]
 [ 0.62777395 -1.7057958   0.66792596  2.04541108]]",43,6.052763500270967
[0.         0.52359878 1.57079633 1.57079633],9.797174393178827e-18,0.0,0.16,"[[ 1.88997825 -1.57416819  8.20992469  5.50362694]
 [-0.32432478 -0.22940357 10.1646534   5.76127571]
 [ 1.1739471  -1.23378157  2.84263145  5.34705959]
 [ 0.4860316  -0.58155648 -1.95334376  2.90806854]
 [ 0.42290996 -0.57584372  5.99176497 -3.45952075]]",21,73.16215728446315
[0.         0.52359878 1.57079633 1.57079633],1.204236019161564e-17,0.0,0.1966666666666666,"[[ 1.60583505e+00 -4.34040480e+00  5.42817431e+00  1.18264960e+01]
 [ 5.73615670e-03 -1.41361619e+00  1.39377365e+00  6.26012518e+00]
 [ 5.00806739e-01 -4.23658918e-01  1.11762800e+00  6.32186942e+00]
 [ 4.61257870e-01  2.64911659e+00  1.13406496e-01  2.55142318e+00]
 [-5.34830375e-02 -2.32013069e+00  1.56310485e+00 -7.12679310e+00]]",23,44.208313625706495
[0.         0.52359878 1.57079633 1.57079633],0.2537170076121953,0.0,0.0923454386979305,"[[-1.912522    1.29877139 -4.13706468 -9.52648678]
 [ 0.82197829  1.60013687 -0.69038908 -7.39471959]
 [-0.43264723  0.68104707  2.25819664 -8.6344667 ]
 [-0.1588878   0.16114666  0.0192322  -1.51411459]
 [-0.41114825 -0.74235008 -0.44169411 -1.77723198]]",29,4.142986998451021
[0.         0.52359878 1.57079633 1.57079633],0.2537170076121953,0.0,0.0923454386979305,"[[-0.43850306  2.7820846  -4.50732778 -8.08324418]
 [-0.34151871  0.1210007  -1.08816433 -0.66917321]
 [ 0.07794624  1.98490582 -0.64284417  1.28300736]
 [-1.26500791  0.71221303 -1.42918595 -0.3137746 ]
 [ 0.21303696  0.30550281  3.45906323  2.16328079]]",29,4.549413778458098
[0.         0.52359878 1.57079633 1.57079633],0.2450718102213995,0.0656667936364573,0.0923454386979305,"[[ 1.54150068  2.89411587 -4.52681224 -7.90418502]
 [ 0.33675354 -0.57492929 -0.52378534 -0.8602225 ]
 [ 0.09039716  2.1968957  -0.2100709   0.26185657]
 [-1.77744601  1.08546944 -1.96519278 -0.04670953]
 [ 0.50057088  0.33929294  3.04969537  1.7471952 ]]",25,1.3665408628732174
[0.         0.52359878 1.57079633 1.57079633],0.2197253739643309,0.1268585038060976,0.0923454386979305,"[[ 4.48234658  3.89756089 -5.39110689 -6.68061388]
 [ 0.61098813 -0.50358132 -0.86515118 -1.94625735]
 [-1.39357226  1.69758866 -0.12010906  0.57133921]
 [-2.86800312  0.61769496 -1.20084607  0.18081019]
 [ 0.45856724  0.18808672  3.17384755  1.51354766]]",44,2.171494904950078
[0.         0.52359878 1.57079633 1.57079633],0.1794050165849422,0.1794050165849421,0.0923454386979305,"[[ 5.07951582  3.10538105 -4.8952892  -7.29959593]
 [ 0.50283934 -0.19166207 -1.24312377 -1.07879249]
 [-0.30908214  1.76232156 -0.65707619  1.48646522]
 [-2.67756002  1.30270258 -0.796213   -0.97374021]
 [ 1.27924381  0.44816157  2.73655371  1.91946717]]",42,1.347053508372149
[0.         0.52359878 1.57079633 1.57079633],0.1268585038060976,0.2197253739643309,0.0923454386979305,"[[ 5.96845     2.92099099 -5.35567203 -7.81469622]
 [ 0.81523155 -0.16216886 -1.0771463  -0.55381278]
 [ 0.2724437   1.81688065 -0.75573782  1.85387462]
 [-2.42362028  1.29840089 -0.28246315 -1.63124447]
 [ 0.93551717  0.90168196  3.10329276  2.18478115]]",17,1.5907034383887229
[0.         0.52359878 1.57079633 1.57079633],0.0656667936364574,0.2450718102213995,0.0923454386979305,"[[ 6.95436539  2.1764992  -5.54496701 -7.40993765]
 [ 0.92602739  0.74570391 -1.14132759 -0.76485558]
 [ 0.85742644  1.9966077  -0.70927261  1.93375899]
 [-2.34748213  1.61967139 -0.4213729  -1.85070081]
 [ 1.03924868  0.4218333   2.63634934  2.73439063]]",20,1.4708902840301767
[0.         0.52359878 1.57079633 1.57079633],1.5535686063075978e-17,0.2537170076121953,0.0923454386979305,"[[ 7.1401173   2.99691889 -8.18635313 -5.43399845]
 [ 1.04707174 -0.30638228  0.51185582 -1.27767984]
 [ 2.3913075   2.63180182 -0.64748663 -0.01827024]
 [-1.97718663  1.26312773  2.42355333 -2.29795144]
 [ 1.81416117  0.00919855  1.60809866  2.57691717]]",149,1.751335396646696
[0.         0.52359878 1.57079633 1.57079633],-0.0656667936364573,0.2450718102213995,0.0923454386979305,"[[ 9.86356533  1.63576219 -4.91537859 -3.56851561]
 [ 0.46963973  0.65557326  0.13863071 -3.91960776]
 [ 1.43733848  0.85139654 -0.13505984 -2.27669309]
 [-2.6248615   1.10335497  2.39006694 -2.03742615]
 [ 3.69426352  0.51249236  1.67222206  0.73596515]]",213,1.931671570116042
[0.         0.52359878 1.57079633 1.57079633],-0.1268585038060976,0.2197253739643309,0.0923454386979305,"[[10.30232996  1.58947007 -4.70514108 -4.81629563]
 [ 1.30916526  0.2422212  -0.09916093 -3.60547918]
 [ 1.40782153  0.98081335  0.26645366 -1.97486513]
 [-2.17910728  1.11945624  1.63744651 -2.56298397]
 [ 4.57369343  0.60478485  3.22441171  0.72594102]]",26,2.2138579982009827
[0.         0.52359878 1.57079633 1.57079633],-0.1794050165849421,0.1794050165849422,0.0923454386979305,"[[11.1309078   1.78026222 -4.58849124 -5.66498622]
 [ 1.53142493  0.24832618 -0.06438956 -3.84953887]
 [ 2.0034243   1.05992598 -0.44249947 -2.9447032 ]
 [-2.01375796  0.9404605   2.12961686 -2.6538598 ]
 [ 5.7380746   0.74809245  3.29576922  0.60336833]]",18,2.595243452908916
[0.         0.52359878 1.57079633 1.57079633],-0.2197253739643308,0.1268585038060977,0.0923454386979305,"[[11.67439655  1.25262889 -4.83755432 -5.55474724]
 [ 2.12815673  0.66957914  0.51073236 -3.57251174]
 [ 2.44788463  0.98517294 -0.26268557 -3.28459811]
 [-2.22152835  1.1445106   1.70356202 -3.00539636]
 [ 6.35451102  0.81118825  2.7874533   1.04353728]]",15,2.6202284457772094
[0.         0.52359878 1.57079633 1.57079633],-0.2450718102213995,0.0656667936364574,0.0923454386979305,"[[11.53502063 -0.74102806 -5.30290591 -5.36478917]
 [ 3.72059946  2.22172319  0.89760628 -4.65748271]
 [ 2.99782785  1.49981027 -0.16094729 -2.98417158]
 [-2.43944084  1.65170054  1.64299155 -3.33478548]
 [ 6.47741868  0.93429464  3.00298672  1.30959771]]",44,2.8510298339432256
[0.         0.52359878 1.57079633 1.57079633],0.3290896534380867,0.0,0.1899999999999999,"[[-3.16245807  3.944323   -6.68128968 -3.36925795]
 [ 0.51297544 -0.75722522  1.67818108 -0.1449752 ]
 [-0.6204371  -0.20811216  1.29387778 -1.65195705]
 [-0.64763068  1.69905306  0.32963106  1.04506459]
 [ 0.83551093 -1.40384976 -0.7616808  -0.27947754]]",81,4.352057803018628
[0.         0.52359878 1.57079633 1.57079633],0.3290896534380867,0.0,0.1899999999999999,"[[-5.44934322  1.89554451 -1.35376625 -4.94001226]
 [ 0.20949325  0.23739883 -1.61022517  0.50585186]
 [-0.59514805  1.72150033 -0.2999232  -0.54422962]
 [ 0.38756345 -0.21951347 -0.7502203  -1.25455077]
 [ 0.17685606  0.28106664  1.42750423  0.35401283]]",180,4.191662377904733
[0.         0.52359878 1.57079633 1.57079633],0.3227662880250758,0.0642022064614123,0.1899999999999999,"[[-5.38601835  1.41508371 -3.11747645 -4.07087994]
 [ 0.91202721  1.72001139 -1.17798231 -0.05251357]
 [-0.15160426  0.61582622  0.67629514 -0.43742129]
 [ 1.17862723 -0.12148027 -0.82921166 -2.22961193]
 [ 0.38141028  1.14798469  2.42545227  1.45060971]]",52,23.18901454288769
[0.         0.52359878 1.57079633 1.57079633],0.3040391951726809,0.1259371581335249,0.1899999999999999,"[[-2.51241076 -0.76998162 -3.74470343 -2.35760861]
 [ 1.1542866   3.451417   -1.17752155 -0.38545971]
 [ 2.07340333  1.40634313  0.55327205  0.28742065]
 [ 2.7398268   1.07267203 -2.09447619 -3.78207261]
 [ 1.51384919  1.10419063  1.40796337  2.40443226]]",101,1.2013219207340562
[0.         0.52359878 1.57079633 1.57079633],0.2736280465569449,0.1828324154449379,0.1899999999999999,"[[-1.68650764 -2.5925437  -3.99658602  0.55013281]
 [ 2.69255335  4.19618493 -1.33299954 -2.83467348]
 [ 0.60501337  1.87093177  2.19188106  0.4007343 ]
 [ 3.27139003  1.91286057 -1.83616326 -7.38549494]
 [ 2.35501038  1.40853772  1.73758122  2.75752597]]",88,1.1406790764296273
[0.         0.52359878 1.57079633 1.57079633],0.2327015255644019,0.2327015255644019,0.1899999999999999,"[[-3.01026686 -0.46479418 -3.32578654  0.37963732]
 [ 5.72750955  2.71940839 -0.95463625 -1.71246085]
 [-0.15577711  1.65197826  1.97843753 -0.85574508]
 [ 3.8157019   0.88107028 -3.51706698 -8.46434819]
 [ 1.36818493  0.79705609  1.88417429  2.68867188]]",118,1.4399059292098886
[0.         0.52359878 1.57079633 1.57079633],0.182832415444938,0.2736280465569449,0.1899999999999999,"[[-4.47535165 -1.63046176 -3.19590679  0.90201233]
 [ 6.04507769  2.93423901 -0.24652822 -2.72400124]
 [ 0.77749578  1.56220844  2.91071697 -3.85610634]
 [ 7.49309965  1.18969583 -1.06200111 -7.06724998]
 [ 0.71612369 -1.3193587   3.41936154  3.27290105]]",199,1.4883058786463514
[0.         0.52359878 1.57079633 1.57079633],0.1259371581335249,0.3040391951726809,0.1899999999999999,"[[-3.19335756e+00  1.27032987e+00 -3.57613587e+00  1.79094546e+00]
 [ 5.70632112e+00  1.82173664e+00  4.52101109e-01 -2.12076076e+00]
 [ 1.34973158e+00 -8.94189977e-01  3.12743029e+00 -4.83819652e+00]
 [ 7.61090109e+00 -4.49155082e-01 -1.54620911e+00 -8.22272949e+00]
 [ 9.21604270e-01  5.27468570e-03  2.55923990e+00  2.97957641e+00]]",78,1.9790378561316329
[0.         0.52359878 1.57079633 1.57079633],0.0642022064614123,0.3227662880250758,0.1899999999999999,"[[-2.18834505  1.91455087 -4.43306067  1.65028493]
 [ 6.40524205  1.51604264  1.0516307  -2.32834278]
 [ 1.38242056 -0.24197352  3.02031258 -5.10029966]
 [ 7.24621163 -0.54275121 -2.23602454 -7.34155302]
 [ 0.67327107 -0.57164141  2.79277782  2.99964595]]",23,1.7471836075077651
[0.         0.52359878 1.57079633 1.57079633],2.0150929535773236e-17,0.3290896534380867,0.1899999999999999,"[[-2.44102301  0.96972939  1.86833884  0.32502125]
 [ 7.57617995  2.89150778 -1.13590723 -4.22437541]
 [ 1.55083433 -2.50651565  0.31363718 -1.77781228]
 [ 7.30266513 -1.50307016 -2.83341552 -7.35677392]
 [ 1.56335123  1.70376265  3.38333487  1.55184201]]",187,1.9956286718345664
[0.         0.52359878 1.57079633 1.57079633],-0.0642022064614123,0.3227662880250758,0.1899999999999999,"[[-3.78870417 -0.27267443  1.02997732  0.19383522]
 [ 8.68466009  4.09468087 -1.4910813  -3.53761609]
 [ 2.82673978 -1.4820603  -0.59987439 -1.64915192]
 [ 8.28332044 -0.93566826 -2.91989366 -6.48903883]
 [ 1.60943812  2.0407563   3.01918431  1.88872079]]",66,2.0407618657501283
[0.         0.52359878 1.57079633 1.57079633],-0.1259371581335248,0.3040391951726809,0.1899999999999999,"[[-3.89648999  0.88483618  3.54846058  1.97929754]
 [ 8.28958286  2.28069176 -1.15746129 -4.59933487]
 [ 4.56022095 -1.27358039 -3.40885817 -2.4682674 ]
 [ 9.60704351 -1.16697505 -2.98177142 -7.55895309]
 [ 1.30558165  1.5160274   2.77149748  2.35898305]]",140,2.273740207416873
[0.         0.52359878 1.57079633 1.57079633],-0.182832415444938,0.2736280465569449,0.1899999999999999,"[[-2.72914456  0.70354412  1.91454865  1.86091172]
 [ 8.25602162  2.39474858 -0.22576641 -4.52015733]
 [ 5.17875075 -1.52919008 -3.97663956 -2.19540387]
 [ 9.3423871  -0.26418905 -2.01432089 -6.65631922]
 [ 1.18972096  3.03256552  2.28843788  1.8234209 ]]",45,2.279932149712845
[0.         0.52359878 1.57079633 1.57079633],-0.2327015255644019,0.2327015255644019,0.1899999999999999,"[[-2.70157837  2.02508855  2.19183202  2.32700068]
 [ 8.61577915  2.34292855 -0.83818604 -4.3123388 ]
 [ 5.89128207 -2.72290703 -4.84544396 -1.91313443]
 [10.47888517 -0.18659803 -1.73491654 -8.31465976]
 [ 0.96669771  2.40963655  3.15866373  1.87330069]]",71,2.4078124851001355
[0.         0.52359878 1.57079633 1.57079633],-0.2736280465569448,0.182832415444938,0.1899999999999999,"[[-2.01678684  3.02641686  2.52582331  0.01962958]
 [ 8.25109989  1.82723015 -0.30868851 -2.56852107]
 [ 6.40664551 -2.89237478 -6.8089897  -2.41237805]
 [11.80564623 -0.92836424 -1.46236804 -6.12661727]
 [ 0.7218886   3.13204087  3.23024212  3.05413806]]",110,2.6905738229734992
[0.         0.52359878 1.57079633 1.57079633],-0.3040391951726809,0.1259371581335248,0.1899999999999999,"[[-4.29284867  3.20293162  1.37575424  0.76929783]
 [ 9.12401848  0.79693922  0.51498398 -2.67421113]
 [ 8.85593692 -2.2770984  -8.11695485 -3.77374666]
 [12.94926884  1.00814496 -0.47870735 -4.19231004]
 [ 1.8761858   2.36633177  3.8815211   2.90960407]]",101,2.862415167506355
[0.         0.52359878 1.57079633 1.57079633],-0.3227662880250758,0.0642022064614123,0.1899999999999999,"[[-1.90848393  2.91466213  2.24609838  0.66388955]
 [ 9.13212217  1.03471774 -1.88148036 -0.67512766]
 [ 9.53224429 -1.0621797  -8.99330437 -4.38395437]
 [11.01556339  1.73038739 -0.15830707 -3.74296929]
 [-0.50216577 -0.16625073  5.04949974  2.76489858]]",149,2.9681410544540663
[0.         0.52359878 1.57079633 1.57079633],0.072353407361221,0.0,0.4103365637550866,"[[-2.06279687 -0.17864557  2.7789827   3.42666998]
 [ 0.29928618  0.94990532  0.46997428  0.11491232]
 [ 0.67455606 -0.62926763  0.07903083  1.13020788]
 [ 0.69178919  0.87669102  0.39212795  1.02338166]
 [-0.67071009 -0.67431985  0.99056065  1.63590227]]",27,5.81033531679659
[0.         0.52359878 1.57079633 1.57079633],0.072353407361221,0.0,0.4103365637550866,"[[-7.29875721  0.7134071   7.77626387 -1.42699674]
 [-1.11692302 -0.0131497  -2.76532783  2.29610214]
 [-2.5936842  -1.62289742  0.97094008 -2.2352743 ]
 [-2.140437   -1.13167266  2.86076417  0.46699022]
 [ 1.61784578  1.01108082  5.18630805  1.88429301]]",267,7.823095892500812
[0.         0.52359878 1.57079633 1.57079633],0.0361767036806105,0.0626598888251814,0.4103365637550866,"[[-8.36320824  2.2839023   7.26096108 -1.75977491]
 [-0.8303838  -0.49984579 -2.29588142  2.5599765 ]
 [-3.33480933 -2.69982177  0.89002055 -3.11923822]
 [-2.02948035 -0.97034438  3.95649876  0.667835  ]
 [ 1.26961766  0.59747204  6.12179432  1.69267947]]",32,26.066333268829847
[0.         0.52359878 1.57079633 1.57079633],-0.0361767036806105,0.0626598888251814,0.4103365637550866,"[[-5.9051122   3.47074671  6.03816807 -2.24582729]
 [-1.48988072 -0.94809438 -1.08633798  2.91464982]
 [-3.74573354 -2.83028763  1.39480933 -2.45984618]
 [-1.38616172 -0.36467921  3.5047682   0.70769592]
 [ 1.93003862  0.83481146  7.27896567  2.61263835]]",39,25.74158043860787
[0.         0.52359878 1.57079633 1.57079633],1.4287545990052454e-17,0.0,0.2333333333333333,"[[-0.40911595 -0.92108742  4.90222771  9.30985998]
 [ 0.44472716 -1.874647    1.74553487 -3.14741578]
 [-0.09904363  0.05288166  0.13331975  7.45894377]
 [-0.11226397 -0.66592743 -0.19120552  7.7154619 ]
 [-0.2069369  -1.38577668  1.3368542  -2.12824806]]",33,19.986610943726312
[0.         0.52359878 1.57079633 1.57079633],0.3986405144288541,0.0,0.284931114931133,"[[-1.37645346 -0.37582636 -0.0259506   0.79627052]
 [-1.10909104  0.45802153 -0.33850135 -0.27696707]
 [-0.02538818  0.10114651  0.22131525 -0.47917446]
 [ 0.4986239  -0.45176915 -0.50412522 -0.10439978]
 [-0.19058336  0.25669929  0.32932095  0.19637071]]",23,16.341074959111367
[0.         0.52359878 1.57079633 1.57079633],0.3986405144288541,0.0,0.284931114931133,"[[-0.28803227 -0.3945291   0.25548706  0.09983011]
 [-0.20830634  0.58786775 -0.32663511 -1.36393828]
 [-0.32873422 -0.19109989  0.29575397  0.8856523 ]
 [-0.62336752 -0.11648321  0.10138205 -0.44020157]
 [-0.15454349 -0.04562056 -0.00676493  0.55452588]]",25,16.65671557112682
[0.         0.52359878 1.57079633 1.57079633],0.3932035774011763,0.0656140721417182,0.284931114931133,"[[ 3.54069442 -1.79080787  5.54646041 -0.54299847]
 [-1.75137233  2.80808954 -3.63655335 -1.28720138]
 [-1.0510883  -1.61811331 -4.00748704  0.67221989]
 [-0.94279167  0.80321535 -0.38066217  1.88226345]
 [-0.09996793  1.38488535  1.70020053 -1.32929319]]",325,13.849188952899276
[0.         0.52359878 1.57079633 1.57079633],0.3770410717872208,0.1294383634385309,0.284931114931133,"[[10.98376122 -2.02243371 -2.82907577 -0.18420423]
 [-5.08185658  2.56344344  1.94908929  0.79380476]
 [-2.40439784  0.52547964 -2.26434361  0.25075268]
 [-3.8079371  -2.89827637  6.71082961 -0.98427791]
 [-6.4815893   0.21892538  0.90786277 -2.50194153]]",913,13.213976161426563
[0.         0.52359878 1.57079633 1.57079633],0.3505938686076288,0.189731913601371,0.284931114931133,"[[11.60186361 -0.78417928 -4.45723149 -0.49347654]
 [-5.37974303  2.61638252  2.31829263  1.96944348]
 [-1.11673497  0.48873581 -2.17689494 -0.56467609]
 [-4.1971454  -3.40222462  6.31148373 -1.24772459]
 [-6.7591903  -0.63223301  2.12199206 -2.13235433]]",110,13.88352248389205
[0.         0.52359878 1.57079633 1.57079633],0.3145833786224263,0.2448500717553511,0.284931114931133,"[[11.70642321  0.38614059 -2.97020804  1.44015545]
 [-5.74629436  2.70718162  2.14266751 -0.77666368]
 [ 1.3149084  -0.22483169 -3.25136023  0.10700813]
 [-4.97696543 -5.51955243  6.38825099 -1.9459217 ]
 [-6.81621806 -1.77540013  2.08611161 -1.77880282]]",243,13.23828116809118
[0.         0.52359878 1.57079633 1.57079633],0.2699918741260682,0.2932893582283455,0.284931114931133,"[[12.10611173  2.17102321 -2.48077148 -2.20444828]
 [-6.81816424 -0.99461312  2.74684918  1.36267714]
 [ 2.26835773 -0.62774778 -4.14531051  0.73442072]
 [-2.77819178 -2.70264988  4.89088784  0.45002799]
 [-7.10390438  1.61620597  2.52530046 -0.32692267]]",413,13.138742575800624
[0.         0.52359878 1.57079633 1.57079633],0.2180356951198385,0.3337284755571665,0.284931114931133,"[[13.25127392  2.47797986 -1.06247063 -3.64059777]
 [-6.86195353 -0.32565809  2.90793177  2.80674813]
 [ 3.11134987 -1.65573569 -5.00656734 -0.15056008]
 [-3.72521214 -3.63077165  4.10927482  1.57289947]
 [-8.14612285  0.94029671  2.75935228 -1.14427422]]",81,13.38846250386182
[0.         0.52359878 1.57079633 1.57079633],0.1601320707273767,0.3650643500379952,0.284931114931133,"[[14.44963066  0.37214233  0.4371741  -1.86633909]
 [-7.32767644  0.84623487  2.47036739  1.93722576]
 [ 3.62954626  0.5945728  -6.44356305 -1.74788624]
 [-3.85101468 -4.63370227  4.33775804  1.34833745]
 [-8.45564381  1.10392682  2.33948106 -1.51911443]]",80,13.989489757261268
[0.         0.52359878 1.57079633 1.57079633],0.0978604608786259,0.3864422207015227,0.284931114931133,"[[14.81904767  0.89302857 -0.14605722 -1.37909042]
 [-7.36602861  1.53468752  3.11636701  3.35474776]
 [ 4.4963687  -0.78651551 -5.94665076 -2.34452149]
 [-4.33607254 -5.01258014  0.02054906  1.06225266]
 [-7.4354259   2.71780212  3.1441854  -1.90500099]]",166,13.511456436912242
[0.         0.52359878 1.57079633 1.57079633],0.0329194727602885,0.3972789549639976,0.284931114931133,"[[16.52859722  0.02271339  0.56889997 -2.75785357]
 [-6.76092435  3.29810086  4.26860346  3.47430337]
 [ 4.13783667 -1.2900158  -5.14223999 -3.77281275]
 [-6.17516997 -6.26324221 -2.42277256  3.6163956 ]
 [-8.2199141   2.22458798  2.3761286  -2.55019398]]",184,13.840839795395905
[0.         0.52359878 1.57079633 1.57079633],-0.0329194727602886,0.3972789549639976,0.284931114931133,"[[16.25788489 -0.6170585   1.28086296 -2.32167321]
 [-5.92652307  3.14267369  3.69361649  3.45838997]
 [ 4.57051254 -0.62122435 -4.93590846 -3.85797246]
 [-5.7036149  -6.37356002 -2.21089898  3.86489738]
 [-8.31297607  2.38544422  1.80457449 -2.40544675]]",12,14.11047239344532
[0.         0.52359878 1.57079633 1.57079633],-0.0978604608786261,0.3864422207015227,0.284931114931133,"[[19.33090132 -2.76781279 -0.18176526 -3.10703346]
 [-7.75956578  5.87799579  3.63942036  4.61004527]
 [ 3.63043351 -0.81024519 -4.14770852 -3.4904779 ]
 [-4.99045025 -5.69943025 -3.00802939  3.92810697]
 [-8.1077581   2.20495613  2.51474389 -2.57505675]]",116,13.32068767101941
[0.         0.52359878 1.57079633 1.57079633],-0.1601320707273767,0.3650643500379951,0.284931114931133,"[[17.17293226 -3.98656748  0.73086823 -4.53283783]
 [-5.90040875  7.88512985  2.49738832  5.36296592]
 [ 5.09356834 -1.8761251  -6.1916611  -2.86207747]
 [-4.05090612 -5.33840477 -2.52892809  5.32673099]
 [-7.4510649   3.29370435  6.18793699 -2.24720258]]",191,14.182703462418482
[0.         0.52359878 1.57079633 1.57079633],-0.2180356951198385,0.3337284755571664,0.284931114931133,"[[18.61792824 -5.59253907  0.8547794  -4.84976041]
 [-6.31388104  8.33792015  3.24819287  6.93687029]
 [ 5.20139582 -1.62459705 -5.17072671 -3.9632424 ]
 [-4.42082432 -5.86667561 -2.84471352  5.19180352]
 [-7.65467063  3.62961204  6.29746667 -2.22834096]]",96,14.498571902894684
[0.         0.52359878 1.57079633 1.57079633],-0.2699918741260683,0.2932893582283454,0.284931114931133,"[[14.79007423 -3.57446698  1.94801084 -6.94460172]
 [-3.21938569  7.96009638  2.2132677   7.20058205]
 [ 8.07939341 -1.61120235 -6.31398142 -3.72960211]
 [-4.88047154 -6.39673977 -3.10707755  4.37297495]
 [-5.46568815  2.68249402  6.67833501 -2.35291441]]",107,18.109086416110827
[0.         0.52359878 1.57079633 1.57079633],-0.3145833786224264,0.244850071755351,0.284931114931133,"[[18.82227007 -5.46717284  1.48283305 -4.1188942 ]
 [-5.69668353  7.74817474  1.89277294  4.79597601]
 [ 7.93432429 -0.24355453 -5.87532119 -2.78306279]
 [-6.2292128  -4.57129488 -1.53326454  4.31322073]
 [-6.4476968   1.83585474  6.69130514 -1.28414451]]",123,14.108333154713426
[0.         0.52359878 1.57079633 1.57079633],-0.3505938686076289,0.1897319136013709,0.284931114931133,"[[17.83048482 -3.30527978  1.87256646 -5.18818026]
 [-3.78260643  5.58021629  1.72085294  5.52373291]
 [ 7.92766875  0.29466785 -5.63489509 -2.57513287]
 [-6.54964979 -5.35405462 -1.7959759   3.78546158]
 [-5.47110819  0.79394389  7.14832336 -2.49932343]]",58,15.048170644181084
[0.         0.52359878 1.57079633 1.57079633],-0.3770410717872209,0.1294383634385308,0.284931114931133,"[[20.24962839 -3.02147266  1.69719887 -5.24899778]
 [-5.59846314  4.84513664  2.51159072  6.50254817]
 [ 8.58114233 -0.98602393 -4.25447793 -4.45943047]
 [-5.87290644 -6.43216873 -1.75985877  6.83734583]
 [-6.9970068   0.2071857   7.11956318 -2.72610452]]",196,17.478435910930784
[0.         0.52359878 1.57079633 1.57079633],-0.3932035774011763,0.0656140721417181,0.284931114931133,"[[20.98218004 -3.2486937   1.36620042 -4.93496155]
 [-5.93046032  4.84431176  2.58897355  6.10217997]
 [ 9.29467589 -1.41771427 -3.81023578 -4.2871671 ]
 [-5.73720356 -7.17904538 -1.98870963  7.17111083]
 [-6.99299939  0.5973959   6.99768359 -2.72488589]]",16,17.626761004665113
[0.         0.52359878 1.57079633 1.57079633],0.0653189118119102,0.0,0.2619798460945191,"[[-1.46619392e-01 -2.07807471e+00  2.41760910e+00  9.62051367e+00]
 [ 3.98244514e-01  4.68237678e-03  3.40456657e+00  2.70349408e+00]
 [-1.42146427e+00 -1.01358269e+00  3.78662165e-01  2.98369499e+00]
 [ 1.88194983e-01  9.53394837e-01 -2.26564879e+00  7.09775166e-01]
 [-9.09438338e-01 -1.18003567e+00 -2.91147939e+00 -3.84778353e+00]]",38,26.280195619420493
[0.         0.52359878 1.57079633 1.57079633],0.0653189118119102,0.0,0.2619798460945191,"[[ 0.15654806 -2.23142785  7.06932568  2.41304039]
 [-0.29501789 -1.87650036  4.02055586 -1.36503328]
 [-1.20786734  1.03793489  1.05576972 -0.02199826]
 [-0.24540936  0.03691855  4.94152682  1.11703061]
 [-0.06007162  1.43886497 -1.31663888 -0.13513807]]",21,170.37383672321272
[0.         0.52359878 1.57079633 1.57079633],0.0326594559059551,0.0565678369766697,0.2619798460945191,"[[ 0.22073494 -2.7688003   6.99288302  4.45412629]
 [-0.65961562 -2.25213113  4.60620521 -1.05952326]
 [-1.2970351   1.32022945  1.03162196  0.40847019]
 [-0.24602296 -0.09654035  4.14279766  1.49918555]
 [-0.53959591  1.31549038 -1.59084289 -0.1879899 ]]",13,130.14011452409915
[0.         0.52359878 1.57079633 1.57079633],-0.0326594559059551,0.0565678369766697,0.2619798460945191,"[[-0.2915832  -2.53988978  6.55975863  5.61340747]
 [-1.18097532 -2.22945913  4.76211555 -0.55329004]
 [-0.87522747  1.16851087  1.55780683  0.51752201]
 [-0.39767787 -0.08590147  3.95454927  2.16725616]
 [ 0.22773087  1.68320719 -2.0719509  -0.94587044]]",10,41.23994811200849
[0.         0.52359878 1.57079633 1.57079633],0.3226277998031618,0.0,0.1174269158751462,"[[-2.19702587 -1.26784514 -4.26468152 -4.08446281]
 [-3.67376038  2.67721094 -0.72845242 -1.19265425]
 [-1.02613486  1.50729756 -0.35061359  0.86341677]
 [-1.03703467  1.69895168 -0.6823556   0.06042486]
 [-0.34268216  1.66406766  1.66588141 -0.92849985]]",123,4.183897867180685
