init_joint_angles,x_target,y_target,Theta,iter_count,cost
[2.76355729 2.41565672 0.54568809],-0.4713967368259978,-0.8819212643483548,"[[ 4.29121384e+00 -1.18303562e+01 -2.47418950e+00]
 [ 1.99362164e+00 -1.81287328e-01 -3.40154480e-01]
 [ 1.12560974e+00  1.74849815e+00 -1.71241321e+00]
 [ 1.57431055e+00 -5.67983601e-01  1.12911355e-03]
 [ 1.14743847e+00  1.34386586e-01  2.12254205e+00]]",6,4.109418295502855
[2.76355729 2.41565672 0.54568809],-0.42755509343028164,-0.9039892931234434,"[[  4.2330198  -11.96692497  -2.11718393]
 [  2.34561823  -0.05705444  -0.41900502]
 [  1.33557594   1.33673418  -1.68135541]
 [  1.76331043  -0.71046024   0.07009046]
 [  1.05482559   0.47900957   2.03857971]]",7,4.16148015820078
[2.76355729 2.41565672 0.54568809],-0.38268343236508945,-0.9238795325112867,"[[  4.14806566 -11.6132991   -2.30188125]
 [  2.74992516   0.19046759  -0.6150465 ]
 [  1.15665549   1.17372897  -1.85512417]
 [  1.72079706  -0.42703949  -0.01573352]
 [  0.92190923   0.29526301   2.00561831]]",8,4.216631576527178
[2.76355729 2.41565672 0.54568809],-0.3368898533922199,-0.9415440651830207,"[[  4.45063378 -11.15003323  -2.78230664]
 [  2.86258416  -0.5794411   -0.55304265]
 [  0.99956694   1.28758406  -2.14010073]
 [  1.84049039  -0.74073444   0.12707771]
 [  1.0079141    0.11776043   1.74499073]]",6,4.265678153507405
[2.76355729 2.41565672 0.54568809],-0.29028467725446233,-0.9569403357322087,"[[  4.45139386 -11.69765572  -3.14611819]
 [  3.11421079  -0.70179156  -0.06265509]
 [  1.09906401   1.29445691  -1.60896184]
 [  2.33649945  -0.62552053   0.20083278]
 [  1.66115668   0.01723668   2.09956097]]",14,4.316178333870515
[2.76355729 2.41565672 0.54568809],-0.2429801799032641,-0.9700312531945439,"[[  4.62442283 -11.11363677  -2.98441639]
 [  2.97629029  -0.5629793   -0.2351492 ]
 [  1.06077333   1.01931595  -1.55269361]
 [  2.57961369  -0.55247137   0.27405165]
 [  1.49371356  -0.26684687   2.11544453]]",16,4.359760010478837
[2.76355729 2.41565672 0.54568809],-0.19509032201612778,-0.9807852804032304,"[[  4.40920618 -11.14917341  -3.12324576]
 [  3.5007676   -0.54571155  -0.13386671]
 [  1.33244977   1.19408435  -1.59194515]
 [  2.26075592  -0.52667696   0.51268454]
 [  1.56383388  -0.28888746   1.80291813]]",17,4.413824910238944
[2.76355729 2.41565672 0.54568809],-0.14673047445536141,-0.9891765099647809,"[[  4.56985528 -11.11905118  -3.0737598 ]
 [  3.63822321  -0.6043987    0.09545055]
 [  1.46346767   1.14329766  -1.73759448]
 [  2.09190839  -0.61138196   0.48715419]
 [  1.57432467  -0.46336723   1.82589311]]",5,4.4575991160438
[2.76355729 2.41565672 0.54568809],-0.09801714032956044,-0.9951847266721968,"[[  4.76069323 -10.98956511  -2.7022944 ]
 [  3.7730928   -0.54044213  -0.30090649]
 [  1.35222151   1.26400588  -1.89945917]
 [  1.94849706  -0.64886675   0.39879806]
 [  1.45978886  -0.39497797   2.00202859]]",6,4.507834797064789
[2.76355729 2.41565672 0.54568809],-0.04906767432741802,-0.9987954562051723,"[[  4.85134462 -10.77161783  -2.70262242]
 [  3.69983365  -0.36847325  -0.12582265]
 [  1.43058656   1.16580337  -1.77094288]
 [  1.93926967  -0.5321106    0.39833365]
 [  1.40636739  -0.43071967   2.13562091]]",8,4.578390893585297
[2.76355729 2.41565672 0.54568809],-1.8369701987210294e-16,-0.9999999999999999,"[[  5.18495742 -11.26774319  -2.1670727 ]
 [  3.91928582  -0.41657331   0.25976443]
 [  1.57111536   0.98796374  -1.89302257]
 [  1.63538456  -0.36028499   0.11683848]
 [  1.51242866  -0.41434385   2.37042467]]",8,4.606757097512563
[2.76355729 2.41565672 0.54568809],0.04906767432741766,-0.9987954562051723,"[[  5.61897537 -10.84996314  -2.13753987]
 [  3.73675958  -0.93091418   0.22412644]
 [  1.52124499   0.90829552  -2.00409784]
 [  1.65561365  -0.34728552   0.02288642]
 [  1.74375551  -0.58466004   2.09245513]]",6,4.650633947261349
[2.76355729 2.41565672 0.54568809],0.09801714032956095,-0.9951847266721967,"[[  5.83169842 -10.82329204  -2.57414061]
 [  3.68268715  -0.6648329    0.53692123]
 [  1.55646938   0.7297749   -2.10322734]
 [  1.72446965  -0.0408994   -0.25712812]
 [  1.61956203  -0.66958711   2.13102301]]",8,4.703892708737805
[2.76355729 2.41565672 0.54568809],0.14673047445536191,-0.9891765099647808,"[[  5.91891478 -10.67061302  -2.27995257]
 [  3.77581506  -0.63308822   0.33686119]
 [  1.45145883   0.58384161  -2.25471089]
 [  2.10096721   0.21975149  -0.2712188 ]
 [  1.61711205  -0.95004669   2.20587375]]",9,4.759609199689558
[2.76355729 2.41565672 0.54568809],0.19509032201612825,-0.9807852804032303,"[[  6.11181393 -10.91980201  -2.70674586]
 [  3.72597995  -0.60031763   0.03705885]
 [  1.68321945   0.8750395   -2.16619751]
 [  2.28284569   0.17525077  -0.44936009]
 [  1.46344248  -1.02739683   2.32343942]]",6,4.8076456294228
[2.76355729 2.41565672 0.54568809],0.24298017990326373,-0.9700312531945439,"[[  6.17833921 -10.63180477  -3.15134093]
 [  4.08886157  -1.12973233   0.14804998]
 [  1.67713214   1.06221349  -1.81520309]
 [  2.24761605   0.02345584  -0.36098684]
 [  1.46222399  -1.10666187   2.33806342]]",10,4.852227150772027
[2.76355729 2.41565672 0.54568809],0.29028467725446205,-0.9569403357322088,"[[  5.60023236 -10.75932507  -2.7568871 ]
 [  4.98284508  -1.11042329   1.36985865]
 [  1.35662736   1.06331321  -2.17465108]
 [  2.68841042   0.19922128  -0.50969541]
 [  1.45892582  -0.86047591   2.64078686]]",17,4.9253587004532005
[2.76355729 2.41565672 0.54568809],0.3368898533922204,-0.9415440651830205,"[[  5.81489428 -10.83426537  -2.74321033]
 [  5.28930563  -1.31611019   1.21045709]
 [  1.27277796   0.99475197  -2.09701745]
 [  3.04732348   0.16146376  -0.61511645]
 [  1.60058373  -1.07584352   2.96649554]]",13,4.957303118880494
[2.76355729 2.41565672 0.54568809],0.38268343236508995,-0.9238795325112865,"[[  5.92435405 -10.43574315  -2.7833306 ]
 [  5.21064483  -1.32970341   1.41407502]
 [  1.35215903   0.76508137  -2.44422641]
 [  2.95616513   0.68196787  -0.39145248]
 [  1.66641278  -0.76451489   2.74399308]]",9,5.013310746533324
[2.76355729 2.41565672 0.54568809],0.42755509343028214,-0.9039892931234432,"[[  6.08786099 -10.18609801  -2.53015588]
 [  5.09498299  -1.30296571   1.018379  ]
 [  1.35563197   0.82874106  -2.33806213]
 [  2.92071566   0.83075273  -0.17740207]
 [  1.86658127  -0.76085205   2.48085584]]",8,5.0903134557041225
[2.76355729 2.41565672 0.54568809],0.47139673682599753,-0.8819212643483549,"[[  6.41938625 -10.67166575  -2.22294832]
 [  5.13190022  -1.23323215   1.01467867]
 [  1.720931     0.74445524  -2.35564576]
 [  2.53079207   1.11282835  -0.41359822]
 [  2.05034714  -0.70357963   3.05940366]]",11,5.122851185575915
[2.76355729 2.41565672 0.54568809],0.5141027441932213,-0.8577286100002721,"[[  6.43371087 -10.69027914  -2.01627033]
 [  5.25684682  -1.54071907   0.95814732]
 [  1.98294788   1.0402463   -2.84406775]
 [  2.48473456   1.02594741  -0.3033197 ]
 [  2.36374672  -0.69576711   2.95503311]]",13,5.154667469565354
[2.76355729 2.41565672 0.54568809],0.5555702330196017,-0.8314696123025455,"[[  6.38860166 -10.5015315   -2.18422881]
 [  5.42658314  -1.28471084   0.86608763]
 [  2.05528468   0.84999897  -2.98074235]
 [  2.69574657   1.08087527  -0.46498328]
 [  2.41732525  -0.50996845   2.6454702 ]]",6,5.219253727691182
[2.76355729 2.41565672 0.54568809],0.5956993044924335,-0.8032075314806447,"[[  6.71707558 -10.71616046  -3.31834306]
 [  5.28204885  -1.00320646   1.66080781]
 [  1.99810807   0.73164105  -2.92605662]
 [  2.88841058   1.18030206   0.02738374]
 [  2.04958169  -0.16054753   2.69447529]]",15,5.276206940038977
[2.76355729 2.41565672 0.54568809],0.6343932841636455,-0.7730104533627368,"[[  6.97609604 -10.66638258  -3.17701427]
 [  5.79713474  -1.22811353   1.24054843]
 [  1.63760382   0.19399567  -2.98818665]
 [  2.73175904   1.63226554  -0.2011452 ]
 [  2.41411999  -0.33492061   2.99557258]]",13,5.299487753276695
[2.76355729 2.41565672 0.54568809],0.6715589548470182,-0.7409511253549591,"[[  7.28572857 -10.38087493  -3.30195447]
 [  5.95384677  -1.55324296   1.14369163]
 [  1.70108736   0.19673221  -3.18626421]
 [  2.59611743   1.19932996  -0.19294771]
 [  2.31347927  -0.20581781   2.97441744]]",6,5.345045807666176
[2.76355729 2.41565672 0.54568809],0.7071067811865474,-0.7071067811865476,"[[  7.41320778 -10.47665249  -3.07139555]
 [  5.96493554  -1.68098647   1.51078043]
 [  1.74189817   0.29659675  -3.36209523]
 [  2.68424089   1.29982331   0.05172509]
 [  2.47730121   0.02545885   2.79012775]]",9,5.392986526589259
[2.76355729 2.41565672 0.54568809],0.7409511253549587,-0.6715589548470186,"[[  7.55697935 -10.29904367  -3.32165276]
 [  5.95461843  -1.82727936   1.63034922]
 [  1.98389893   0.13550735  -3.14291846]
 [  2.7590028    1.22547096  -0.02867859]
 [  2.54228506   0.0162367    2.63463734]]",6,5.441944593392579
[2.76355729 2.41565672 0.54568809],0.7730104533627365,-0.6343932841636458,"[[  7.58103556 -10.46519634  -3.34072575]
 [  6.31634149  -1.59909523   1.43972988]
 [  2.14402385  -0.04397484  -3.09920939]
 [  2.59988162   1.2594926   -0.05978501]
 [  2.5584237   -0.12705534   2.51144355]]",5,5.490514838706042
[2.76355729 2.41565672 0.54568809],0.8032075314806449,-0.5956993044924331,"[[ 7.26605636 -9.92033879 -3.61929684]
 [ 6.33718055 -1.82923165  1.50188436]
 [ 2.62941538 -0.02819106 -3.19272139]
 [ 3.11145039  1.40115329  0.11977187]
 [ 2.59673406 -0.19922134  2.65887937]]",7,5.546014087653527
[2.76355729 2.41565672 0.54568809],0.8314696123025451,-0.5555702330196021,"[[ 7.66403772 -9.97658811 -3.67827604]
 [ 6.15733968 -1.8679889   1.38131321]
 [ 2.70162649 -0.03323658 -2.98208897]
 [ 3.04408868  1.30263005  0.07555191]
 [ 2.65435749  0.12712927  2.62955597]]",5,5.592246640221849
[2.76355729 2.41565672 0.54568809],0.8577286100002719,-0.5141027441932218,"[[ 7.60324116 -9.88423968 -3.51661553]
 [ 6.09569001 -2.02320935  1.43205989]
 [ 3.22969394 -0.15960632 -2.82365841]
 [ 3.45831011  1.29713734 -0.02291049]
 [ 2.5417575   0.16589596  2.65170127]]",8,5.639824853312189
[2.76355729 2.41565672 0.54568809],0.8819212643483548,-0.47139673682599786,"[[ 7.62404822e+00 -9.79193579e+00 -3.72693421e+00]
 [ 6.16764427e+00 -2.13633353e+00  1.28036953e+00]
 [ 3.36031685e+00  1.68607523e-01 -2.83370698e+00]
 [ 3.69523158e+00  1.19356963e+00  6.79729653e-03]
 [ 2.88485895e+00  9.93327437e-02  2.64672162e+00]]",6,5.6992136035723195
[2.76355729 2.41565672 0.54568809],0.903989293123443,-0.4275550934302825,"[[ 8.34085818 -9.86058527 -3.74140479]
 [ 5.92217432 -1.99149009  1.13176391]
 [ 2.93565736 -0.20900665 -2.76249352]
 [ 3.5993581   1.45394399  0.29442699]
 [ 2.84091357  0.35834379  2.26094851]]",7,5.741763733396174
[2.76355729 2.41565672 0.54568809],0.9238795325112867,-0.3826834323650895,"[[ 8.61831783 -9.97493763 -3.67662145]
 [ 6.12032875 -1.82844892  1.1190237 ]
 [ 2.72556605 -0.28512989 -2.90328043]
 [ 3.70576088  1.45528131  0.25603024]
 [ 2.74963919  0.31771404  2.48233873]]",6,5.79270192756981
[2.76355729 2.41565672 0.54568809],0.9415440651830207,-0.33688985339221994,"[[  8.59247895 -10.12186702  -3.39829743]
 [  6.60135041  -1.89838402   1.21010548]
 [  2.59809104  -0.26475888  -2.81772402]
 [  3.54870979   1.65595561  -0.04493963]
 [  2.73950369   0.5065088    2.85909461]]",9,5.838039317935132
[2.76355729 2.41565672 0.54568809],0.9569403357322087,-0.2902846772544624,"[[ 8.50595103 -9.97272273 -3.335099  ]
 [ 6.83776064 -1.92502452  1.28909553]
 [ 2.6847614  -0.31550019 -2.72577575]
 [ 3.73466287  1.82612946 -0.06683371]
 [ 2.76800776  0.28700468  2.97028116]]",5,5.888229493568766
[2.76355729 2.41565672 0.54568809],0.9700312531945439,-0.24298017990326415,"[[ 8.58625163 -9.89984848 -3.18705729]
 [ 6.88122832 -1.98366437  1.3109177 ]
 [ 2.80008985 -0.30645425 -2.54948693]
 [ 3.93102879  1.79753733  0.22177017]
 [ 2.84078908  0.26672625  3.08198653]]",5,5.941673039485183
[2.76355729 2.41565672 0.54568809],0.9807852804032302,-0.1950903220161287,"[[ 8.60851227 -9.82006827 -3.39450948]
 [ 6.94887086 -2.14392507  1.2520261 ]
 [ 3.04399554 -0.0427819  -2.36612324]
 [ 3.93534615  1.81877997  0.07245223]
 [ 2.916369    0.49456805  3.16246111]]",5,5.994418928360911
[2.76355729 2.41565672 0.54568809],0.9891765099647808,-0.14673047445536236,"[[ 8.82812792 -9.8601668  -3.28664124]
 [ 7.24373393 -2.06614035  1.39148809]
 [ 2.79209382 -0.22698046 -2.38427064]
 [ 3.81754032  1.71466857  0.30993241]
 [ 2.98994785  0.42523045  2.84975399]]",6,6.041102110004268
[2.76355729 2.41565672 0.54568809],0.9951847266721968,-0.0980171403295605,"[[ 9.21360871 -9.94426215 -3.76725566]
 [ 7.42274078 -2.27696318  1.54978451]
 [ 2.72918535 -0.39641308 -2.71715585]
 [ 3.80928969  1.63750409  0.36744187]
 [ 2.79751073  0.18005199  2.92638414]]",6,6.090092060893502
[2.76355729 2.41565672 0.54568809],0.9987954562051723,-0.049067674327418084,"[[ 9.23304225 -9.60976896 -3.9762003 ]
 [ 7.90482028 -2.49989651  1.44304697]
 [ 2.57565926 -0.24421814 -2.58321868]
 [ 3.78556187  1.50087546  0.18464704]
 [ 2.58912629  0.17977778  2.77019413]]",6,6.134505384143134
[2.76355729 2.41565672 0.54568809],0.9999999999999999,-2.449293598294706e-16,"[[ 9.05736182 -9.3189403  -4.07949559]
 [ 8.1271807  -2.48659305  1.42693893]
 [ 2.56302319  0.16871492 -2.93130289]
 [ 3.97926716  1.42078872  0.01918052]
 [ 2.32421454  0.24532192  2.29253791]]",8,6.217363989357981
[2.76355729 2.41565672 0.54568809],0.9999999999999999,0.0,"[[ 8.95047051 -9.47009471 -4.05488828]
 [ 8.2522058  -2.36301851  1.30295836]
 [ 2.74297505  0.19284459 -3.03336081]
 [ 4.11389186  1.26383795  0.08324661]
 [ 2.35700878  0.57518336  2.1032692 ]]",6,6.200641040425889
[2.76355729 2.41565672 0.54568809],0.9987954562051723,0.04906767432741801,"[[ 9.16151394 -9.55387996 -3.69001997]
 [ 8.38015456 -2.43757618  0.92199366]
 [ 2.89526923 -0.01754595 -2.87787065]
 [ 3.97866512  1.19121967  0.30056172]
 [ 2.05598429  0.70301463  1.59868266]]",8,6.238907830724797
[2.76355729 2.41565672 0.54568809],0.9951847266721968,0.09801714032956059,"[[  8.88338822 -10.03216932  -3.78529904]
 [  8.76807689  -2.40894705   0.71066005]
 [  3.27677121   0.51855882  -3.10198012]
 [  4.4811194    1.00401708   0.48876837]
 [  2.28453175   0.37247262   1.52903973]]",9,6.295632867383214
[2.76355729 2.41565672 0.54568809],0.9891765099647809,0.14673047445536172,"[[ 8.51273323 -9.93904917 -3.59444483]
 [ 9.19776655 -2.03926608  0.5199462 ]
 [ 3.25613868  0.94184191 -3.31604279]
 [ 4.61149435  0.85913391  0.53055486]
 [ 2.46851551  0.29919442  1.36929765]]",9,6.35030755746024
[2.76355729 2.41565672 0.54568809],0.9807852804032303,0.19509032201612822,"[[  8.72882016 -10.34088744  -3.64413457]
 [  9.20408353  -1.72046715   0.69678808]
 [  3.40256738   0.98149914  -3.41613886]
 [  4.77131655   0.65841304   0.20781337]
 [  2.28593703   0.38800604   1.2095361 ]]",7,6.397289877641338
