lambda_min,lambda_max,target_pos,B,K,dt,T,N,h,w,cs
0.05,5,[ 1.0000000e+00 -2.4492936e-16],5,20,0.01,1,3,10,0.1,[0.1 0.3 0.5 0.7 0.9 1.1]
