lambda_min,lambda_max,target_pos,B,K,dt,N,h,w,cs
0.05,5,[ 6.00000000e-01 -1.46957616e-16],5,20,0.01,2,10,0.1,[0.1 0.3 0.5 0.7 0.9 1.1]
