init_joint_angles,x_target,y_target,z_target,Theta,iter_count,cost,gen_q
[0.         0.52359878 1.57079633 1.57079633],-0.2090889743701124,0.1343733245838207,0.2962038513393381,"[[ 7.36515332  1.11900538 -0.22265925 -6.05552656]
 [ 4.95502027  2.46056457  1.00853794 -1.40567396]
 [ 2.87546348  1.31108215 -0.29318258 -0.87602467]
 [ 1.48519359  0.45315087  0.92545756 -0.67683333]
 [ 1.40757679 -1.76352483 -0.54239624  1.59857657]]",8,2.4696799377545133,[2.41719268 1.1911178  1.68986374 0.21148881]
[0.         0.52359878 1.57079633 1.57079633],-0.2384767420746677,0.0700230894227522,0.2962038513393381,"[[ 8.25677424  0.99582111 -0.10666625 -6.07658057]
 [ 5.24690343  2.61348533  1.24792083 -1.30591656]
 [ 3.36545347  1.38852396 -0.43828712 -0.94584142]
 [ 2.3757494  -0.32778701  1.15185929 -0.6932132 ]
 [ 1.34409784 -1.79586296 -0.58101669  1.86618942]]",7,2.761360748911584,[2.71922421 1.14990216 1.74261708 0.219987  ]
[0.         0.52359878 1.57079633 1.57079633],2.3676504783515488e-17,0.0,0.3866666666666666,"[[-0.67219961  0.73510023  4.1590468   2.5830705 ]
 [-0.08188215  0.35671402 -0.34092089  1.10899651]
 [-0.1363976  -0.28376164  1.63782063  2.393694  ]
 [-0.01707274  0.32705739 -2.08785721 -1.37147508]
 [-0.21668129  1.1330195   1.297539   -0.3805878 ]]",15,2.431959436228801,[-0.14983645  0.7210243   2.32145383  2.33302882]
[0.         0.52359878 1.57079633 1.57079633],0.4343468113854865,0.0,0.1580893106927535,"[[-0.94656889  0.46744144 -1.08541304 -1.6727835 ]
 [ 0.41266174 -0.73019212 -0.78167569 -0.05493606]
 [ 0.66969446  0.04790183 -0.03951476  0.16805034]
 [-0.02581235  0.24378978 -0.26548155 -0.48607649]
 [ 0.1735424  -0.50303138  1.43759303 -0.32200227]]",24,1.435073133577775,[-0.0371767   0.51050957  1.28148555  1.2483299 ]
[0.         0.52359878 1.57079633 1.57079633],0.4343468113854865,0.0,0.1580893106927535,"[[ 9.53638496e-01 -5.53541595e-04  2.59611121e-02 -6.70247177e-01]
 [-7.55723803e-01  2.88795528e-01 -1.40047549e+00 -6.26534570e-01]
 [-8.17615299e-01 -3.39093328e-03 -1.10541358e+00 -8.31230169e-01]
 [-2.67547647e-01 -4.36642222e-01  2.78986980e-01 -2.57456639e-01]
 [ 1.55498472e+00 -3.21901858e-01 -4.66550069e-01 -3.46746014e-01]]",16,1.4462293265497443,[-0.00374404  0.52968281  1.27022635  1.25516262]
[0.         0.52359878 1.57079633 1.57079633],0.4289992813801205,0.0679468110810186,0.1580893106927535,"[[ 1.31193759  0.3393821  -0.22913743 -0.91582343]
 [-0.33550526  0.11298455 -1.20782415 -0.43491208]
 [-0.62133105 -0.0580078  -0.93376407 -1.04323075]
 [-0.41593142 -0.14039266  0.05260203 -0.36081319]
 [ 1.6847085   0.04979847 -0.42556192 -0.47206305]]",6,1.4447886203859293,[0.13278072 0.58587073 1.25713537 1.2082632 ]
[0.         0.52359878 1.57079633 1.57079633],0.4130883653001889,0.1342205461706852,0.1580893106927535,"[[ 2.2025239   0.89452907  0.38483001 -1.21821842]
 [-0.14689348 -0.32997924 -1.86366612 -0.3561064 ]
 [-0.9194338   0.24253341 -1.89118332 -1.07642155]
 [-0.52296532 -0.49334055  0.26454115 -0.37778821]
 [ 1.67469001 -0.02349184 -0.73154095 -0.55628666]]",11,1.4120497009404105,[0.27895172 0.62768174 1.18040554 1.15988641]
[0.         0.52359878 1.57079633 1.57079633],0.387005842704883,0.1971893259611757,0.1580893106927535,"[[ 2.27717977e+00  5.41573835e-01  5.60969912e-01 -7.78074195e-01]
 [ 4.82508201e-01 -2.70618511e-01 -2.10801128e+00 -4.01769707e-01]
 [-6.40251537e-01  3.81496668e-01 -1.83966652e+00 -1.43211754e+00]
 [-4.33440666e-01  1.23721788e-01  1.07353358e-01 -4.03429391e-01]
 [ 1.65046808e+00  1.64005200e-03 -5.38514509e-01 -7.50578270e-01]]",8,1.4057158175677795,[0.41495561 0.62704377 1.17663833 1.1884721 ]
[0.         0.52359878 1.57079633 1.57079633],0.3513939518634285,0.2553026501126494,0.1580893106927535,"[[ 3.04689645  0.35585552  0.95868274 -0.34188341]
 [ 0.17790186 -0.01915731 -2.23980538 -0.42028088]
 [-0.33436794  0.58435959 -1.72143246 -2.05602725]
 [-0.07175265  0.03180157 -0.75300372 -1.19405428]
 [ 1.76867362 -0.12509965 -0.45429593 -0.78922699]]",14,1.4274258659176355,[0.56343278 0.64216547 1.18852947 1.14901563]
[0.         0.52359878 1.57079633 1.57079633],0.3071295757174319,0.3071295757174318,0.1580893106927535,"[[ 3.66552889  0.42248167  1.18832425 -0.04446194]
 [ 0.43767747 -0.21323688 -2.48438417 -0.63795196]
 [-0.12496369  0.44783455 -1.6881429  -2.04295667]
 [ 0.22759435 -0.03184184 -0.51039228 -0.92247541]
 [ 1.61316409 -0.05439057 -0.71291657 -0.86748045]]",10,1.4097457464838654,[0.74548555 0.61007527 1.20665996 1.18678205]
[0.         0.52359878 1.57079633 1.57079633],0.2553026501126494,0.3513939518634285,0.1580893106927535,"[[ 3.9325455   0.77726901  0.99548981 -0.29149787]
 [ 1.05275377 -0.22477184 -2.75278146 -0.60998722]
 [ 0.10219341  0.43345361 -1.40633291 -1.71663539]
 [-0.01882708 -0.34190705 -0.63748483 -1.17355148]
 [ 1.82326302 -0.19851431 -0.71163193 -0.37718056]]",10,1.4100054127064672,[0.8925549  0.64682902 1.15551    1.17631898]
[0.         0.52359878 1.57079633 1.57079633],0.1971893259611757,0.3870058427048829,0.1580893106927535,"[[ 4.88892138  0.64658364  1.21447738 -0.40155653]
 [ 1.17619539 -0.24144811 -2.78001269 -0.2808041 ]
 [ 0.16180099  0.35357114 -1.17530457 -1.98204395]
 [-0.394549   -0.13496047 -0.79889427 -1.3293559 ]
 [ 2.03733179 -0.17366772 -0.99891987 -0.22023815]]",9,1.4162589883187762,[1.06603284 0.62672932 1.19709628 1.17060328]
[0.         0.52359878 1.57079633 1.57079633],0.1342205461706852,0.4130883653001889,0.1580893106927535,"[[ 5.24536966  0.40343706  1.58809865  0.4746841 ]
 [ 1.52619996 -0.28987636 -2.84087763 -0.36187639]
 [ 0.59162414  0.3009562  -1.43114212 -2.26253245]
 [-0.45672037 -0.05219758 -0.95326163 -1.83109514]
 [ 1.34151649 -0.47759726 -0.86663416 -0.6059952 ]]",6,1.4179988291087924,[1.20239608 0.56984024 1.22155288 1.24460558]
[0.         0.52359878 1.57079633 1.57079633],0.0679468110810186,0.4289992813801205,0.1580893106927535,"[[ 5.52076982 -0.41501025  1.48564595  0.69767763]
 [ 1.80755106  0.33222474 -2.80709002 -0.39720874]
 [ 1.10819809  0.13311544 -1.23135087 -1.98094862]
 [-0.01598129  0.41581076 -0.58248626 -1.65999307]
 [ 1.32679401 -0.23937977 -1.52433167 -0.70145509]]",13,1.5116089350193764,[1.37048266 0.53163161 1.23653941 1.31594183]
[0.         0.52359878 1.57079633 1.57079633],2.6596071614154762e-17,0.4343468113854865,0.1580893106927535,"[[ 6.2805137  -0.44301719  1.73777165  1.10538687]
 [ 1.93512157  0.08300329 -3.07251111  0.05093592]
 [ 1.37411984  0.05741314 -1.21181911 -2.21977947]
 [-0.53304882  0.4984738  -0.50675198 -1.45840963]
 [ 1.45748102 -0.05834016 -1.27804883 -0.91145436]]",7,1.6365956995295652,[1.52031736 0.49288184 1.25555201 1.434612  ]
[0.         0.52359878 1.57079633 1.57079633],-0.0679468110810186,0.4289992813801205,0.1580893106927535,"[[ 6.69145181 -0.69582901  1.80396806  1.35783356]
 [ 2.13934906  0.01627791 -2.9567206   0.51638835]
 [ 1.52413953  0.14254152 -1.4485761  -2.69248241]
 [-0.17332867  0.32860991 -0.45317953 -1.44990975]
 [ 1.25733098 -0.15916903 -1.50982813 -0.93523048]]",10,1.7703233988543436,[1.65460372 0.43476075 1.25747322 1.49689527]
[0.         0.52359878 1.57079633 1.57079633],-0.1342205461706852,0.413088365300189,0.1580893106927535,"[[ 7.07345245 -0.35077746  1.94274538  1.01870825]
 [ 2.6173245  -0.26514754 -2.93219077  0.47452201]
 [ 1.7127913  -0.01707832 -1.26055587 -2.65590256]
 [-0.04922964  0.27402082 -0.40141978 -1.42879546]
 [ 1.21378605 -0.51087156 -1.54264316 -1.0375374 ]]",7,1.9274900738334464,[1.81562464 0.42770751 1.3069995  1.43397844]
[0.         0.52359878 1.57079633 1.57079633],-0.1971893259611757,0.387005842704883,0.1580893106927535,"[[ 7.55226363 -0.93769739  2.04102568  1.9090169 ]
 [ 3.19348894 -0.50448679 -2.65382538  0.58107714]
 [ 1.70252261 -0.089116   -1.36882301 -2.61888317]
 [ 0.33854034  0.11476278 -0.48154544 -0.67913817]
 [ 0.82894184  0.43768714 -1.01329252 -0.70468319]]",12,2.0721458692904853,[1.99581376 0.29511376 1.3600174  1.66365062]
[0.         0.52359878 1.57079633 1.57079633],-0.2553026501126494,0.3513939518634285,0.1580893106927535,"[[ 8.00540905 -0.66042204  1.49349026  2.06084368]
 [ 3.38638201 -0.5460965  -2.22044439  0.45949678]
 [ 1.76868761 -0.29311799 -1.21652808 -2.77838458]
 [ 0.08909169 -0.0440616  -0.47483196 -0.60909561]
 [ 1.71174735  0.26945808 -0.72919361 -0.96431436]]",9,2.225480032446229,[2.11455197 0.30344205 1.3477641  1.65517644]
[0.         0.52359878 1.57079633 1.57079633],-0.3071295757174318,0.3071295757174319,0.1580893106927535,"[[ 8.54209584 -0.76549614  1.70506405  2.31856775]
 [ 3.64411277 -0.84347927 -2.0453917   0.35924855]
 [ 2.10324778 -0.20039621 -1.04440512 -2.69831414]
 [ 0.22761466  0.09387957 -0.63731061 -1.25780855]
 [ 1.91634538  0.49487349 -0.91402587 -1.11346963]]",9,2.374220177970511,[2.29299462 0.26592486 1.4130665  1.65077556]
[0.         0.52359878 1.57079633 1.57079633],-0.3513939518634285,0.2553026501126494,0.1580893106927535,"[[ 9.12033343 -0.41506835  1.59062722  1.91471826]
 [ 3.69435176 -1.07660635 -1.94446989  0.12571633]
 [ 2.46430821 -0.49052915 -1.07356918 -2.36581763]
 [ 0.24826634  0.62670454 -1.07923737 -0.90670743]
 [ 1.85015189  0.82336858 -0.43616382 -0.83199068]]",6,2.5324977648952443,[2.43842555 0.30546745 1.38791064 1.60873987]
[0.         0.52359878 1.57079633 1.57079633],-0.3870058427048828,0.1971893259611759,0.1580893106927535,"[[ 9.78245694 -0.65891299  1.36489314  2.51140729]
 [ 3.89553035 -0.82912052 -1.82984237 -0.11713167]
 [ 2.59531981 -0.51604217 -0.95600681 -2.78044957]
 [ 0.29108289  0.85928933 -0.86266868 -1.08186041]
 [ 1.55108041  1.03648645 -0.24780585 -1.43404791]]",8,2.69314942997172,[2.59259345 0.3144608  1.39424781 1.61217161]
[0.         0.52359878 1.57079633 1.57079633],-0.4130883653001889,0.1342205461706852,0.1580893106927535,"[[10.07098774 -0.88767942  1.53225983  2.75880927]
 [ 4.32512428 -0.66127847 -1.87681673 -0.34707847]
 [ 3.16165271 -0.41934399 -1.21393449 -2.72213482]
 [ 0.22726754  0.51700885 -0.6948075  -0.82568557]
 [ 1.74830234  1.59733501 -0.33260007 -1.66066829]]",9,2.8502344638633765,[2.76272225 0.29962947 1.39916035 1.63963575]
[0.         0.52359878 1.57079633 1.57079633],-0.4289992813801204,0.0679468110810186,0.1580893106927535,"[[10.31312622 -1.32906328  1.77417627  2.78996   ]
 [ 4.93949417 -0.51165208 -1.75926783 -0.25380197]
 [ 3.28406531 -0.40741051 -1.34039733 -2.90260865]
 [ 0.32095512  0.52245866 -0.7332823  -0.82621634]
 [ 2.04765376  1.85534588  0.06937879 -1.69582563]]",8,3.003026351363282,[2.9177773  0.25074605 1.45239147 1.63911287]
[0.         0.52359878 1.57079633 1.57079633],0.2122222222222222,0.0,0.3675796713840616,"[[-0.3407744   3.34585619 -1.33986761 -1.34860755]
 [-0.43192417  1.47564638 -0.40325207  0.04916267]
 [ 0.39033497  0.58530707 -0.34599277 -1.16600658]
 [ 0.43395493 -0.56447859 -0.01432284 -1.17204585]
 [-0.53113634 -0.54140871  0.24120699 -0.62107729]]",25,1.4533724338657603,[-0.06681544  1.33396146  1.24721494  1.13463727]
[0.         0.52359878 1.57079633 1.57079633],0.2122222222222222,0.0,0.3675796713840616,"[[-0.22925113  4.14919593 -2.66123952 -2.0642514 ]
 [ 0.22970237  0.37156985  1.40680624 -0.253348  ]
 [-0.23374404  0.19949307 -0.56866552 -0.29025402]
 [-0.61293014  0.74465523 -0.93351107  0.71340823]
 [-0.14088354 -1.03352414 -0.82627612  0.22836302]]",22,1.4769578552791065,[-0.07279197  1.34891881  1.16757978  1.19160171]
[0.         0.52359878 1.57079633 1.57079633],0.2018353273470826,0.0655802732506832,0.3675796713840616,"[[ 0.59867054  4.01755554 -2.2998027  -2.31561767]
 [ 1.11108167  0.26349984  1.74478748 -0.12005506]
 [ 0.15186998  0.29426032 -0.97368934 -0.30566043]
 [-0.35625654  0.83044646 -0.93128694  0.58161602]
 [-0.24519488 -1.09214344 -0.73322219 -0.19459394]]",8,1.452442390822297,[0.25087726 1.32404721 1.24013503 1.14682714]
[0.         0.52359878 1.57079633 1.57079633],0.1716913843617944,0.1247410924309581,0.3675796713840616,"[[ 1.22683112e+00  3.47209005e+00 -1.99677035e+00 -2.82619927e+00]
 [ 2.29285441e+00  7.32211497e-01  1.66190005e+00  5.13461704e-01]
 [ 4.89156460e-01  5.46830170e-01 -8.68099583e-01  3.14988019e-03]
 [-2.07278638e-02  8.14348419e-01 -1.13275204e+00 -2.74934432e-02]
 [-2.70897341e-01 -5.90533123e-01 -1.05460476e+00 -6.83937374e-01]]",7,1.4585280350379022,[0.58384961 1.33100387 1.27253484 1.12945378]
[0.         0.52359878 1.57079633 1.57079633],0.1247410924309582,0.1716913843617943,0.3675796713840616,"[[ 2.05815312  3.95140817 -2.23284016 -3.40355982]
 [ 2.77393049  0.25913598  2.47388627 -0.29551314]
 [ 0.32651837  0.69377818 -0.90291569 -0.53315207]
 [ 0.53969932  0.79519747 -1.47005751  0.21232827]
 [ 0.15603188 -0.31595764 -1.06983606 -0.65867822]]",12,1.4308055657196954,[0.8264145  1.36824874 1.32153062 0.87373602]
