init_joint_angles,x_target,y_target,z_target,Theta,iter_count,cost,gen_q
[0.         0.52359878 1.57079633 1.57079633],0.2701319345660875,0.2934415044242242,0.1451685497226727,"[[ 0.22376959  1.66141722 -2.13555376 -1.7665375 ]
 [ 2.87876014 -0.27259677 -0.92971274 -1.11148573]
 [ 2.7436641   1.24241213 -1.28228248 -0.91737232]
 [ 0.51343409 -1.26626455  1.52092542 -0.31329933]
 [ 0.91019816 -0.28107396 -1.41572146 -0.05058086]]",14,1.1175306965461216,[0.78094135 0.81885255 0.99397295 0.9880187 ]
[0.         0.52359878 1.57079633 1.57079633],0.2181488028772377,0.3339015998679806,0.1451685497226727,"[[ 0.90008673  1.62305542 -2.01615774 -1.53572694]
 [ 3.00319112 -0.09849014 -0.99417334 -1.31512711]
 [ 2.90158917  1.2936973  -1.29494951 -0.97310694]
 [ 0.54631775 -1.49955438  1.47691651 -0.50428325]
 [ 0.9425335  -0.25023528 -1.8177602  -0.27815547]]",7,1.1239856412672893,[0.93647277 0.82831211 0.9925304  0.97691948]
[0.         0.52359878 1.57079633 1.57079633],0.1602151405173838,0.3652537300838471,0.1451685497226727,"[[ 1.49391556e+00  9.14648956e-01 -1.15217417e+00 -1.41588509e+00]
 [ 3.25857176e+00  4.77597170e-01 -6.78911566e-01 -9.37495426e-01]
 [ 2.75261927e+00  9.17445378e-01 -2.14586588e+00 -1.11855906e+00]
 [ 8.85079100e-01 -1.40437887e+00  9.31888955e-01  4.68331385e-01]
 [ 1.37426442e+00  2.04039022e-03 -1.73438710e+00 -5.75501094e-01]]",16,1.1605005663514325,[1.09296428 0.758872   1.07061944 1.09025751]
[0.         0.52359878 1.57079633 1.57079633],0.0979112267739164,0.3866426906884386,0.1451685497226727,"[[ 1.87911312  0.93881126 -1.00109784 -1.21011071]
 [ 3.77526328  0.6190472  -0.76470357 -0.96615846]
 [ 2.74566586  0.30992926 -2.24730851 -1.02941416]
 [ 0.99410586 -1.31314917  0.73181716  0.38102551]
 [ 1.09789273 -0.28603715 -1.54923947 -0.73265836]]",9,1.3026583513385648,[1.23379383 0.72026402 1.06652252 1.12243854]
[0.         0.52359878 1.57079633 1.57079633],0.0329365499995756,0.3974850465933208,0.1451685497226727,"[[ 2.89387033  0.40342088 -1.48361598 -1.33286853]
 [ 3.87613939  0.49773054 -0.55339266 -0.13307458]
 [ 2.72756473  0.87433211 -1.86032145 -0.33088335]
 [ 0.90511014 -1.27504648  0.30825308  0.84489139]
 [ 1.11878956 -0.03095429 -1.42079493 -0.36924203]]",11,1.4424400048805095,[1.41973542 0.67466813 1.02783305 1.32756933]
[0.         0.52359878 1.57079633 1.57079633],-0.0329365499995756,0.3974850465933208,0.1451685497226727,"[[ 3.38485773 -0.05413018 -1.69294761 -0.82733778]
 [ 4.25033363  0.49749519 -0.09752736 -0.04343137]
 [ 3.03923749  1.01447262 -1.56442074 -0.3919355 ]
 [ 0.69867956 -1.49495     0.53192375  0.85874709]
 [ 1.15055999  0.0637296  -1.55956985 -0.18087182]]",7,1.6063321325065647,[1.57897507 0.59699311 1.09661641 1.42819923]
[0.         0.52359878 1.57079633 1.57079633],-0.0979112267739164,0.3866426906884386,0.1451685497226727,"[[ 3.64286221  0.27808475 -1.99780834 -0.58830602]
 [ 4.53022852  0.35386213  0.0123165  -0.21059375]
 [ 3.55066439  0.99282556 -1.25623437 -0.56021175]
 [ 1.342035   -1.80300999  0.37936032  1.10183429]
 [ 1.29665639 -0.17385016 -2.64932392 -0.32310247]]",9,1.7702326363727892,[1.75954026 0.60824163 1.05544986 1.44113063]
[0.         0.52359878 1.57079633 1.57079633],-0.1602151405173837,0.3652537300838472,0.1451685497226727,"[[ 4.09939214  0.17848587 -1.34696631 -0.3963876 ]
 [ 4.89051486  0.17916477 -0.27367898 -0.14977369]
 [ 3.73236359  0.91604772 -1.16598999 -0.62065975]
 [ 1.22292531 -2.0391224  -0.25867971  1.07216719]
 [ 1.33848793 -0.01836418 -3.04087057 -0.24457531]]",6,1.9324527916360712,[1.90313233 0.54701989 1.08992638 1.47733303]
[0.         0.52359878 1.57079633 1.57079633],-0.2181488028772375,0.3339015998679807,0.1451685497226727,"[[ 5.12076317  0.25041679 -1.17471133 -0.32033725]
 [ 4.92620873  0.23329648 -0.38941925 -0.03872513]
 [ 3.53691674  0.77036643 -1.11650505 -0.67860583]
 [ 1.1563189  -2.30572389 -0.32778925  0.94338023]
 [ 1.3662552  -0.21002656 -2.62906882 -0.2503316 ]]",7,2.097896264305766,[2.06443592 0.53155336 1.11404035 1.49245532]
[0.         0.52359878 1.57079633 1.57079633],-0.2701319345660874,0.2934415044242242,0.1451685497226727,"[[ 5.55732889  0.63610099 -0.5656213  -0.23333084]
 [ 5.34371669 -0.11959329 -1.0946445  -0.26591882]
 [ 3.60441095  0.83119534 -1.21103144 -0.34788882]
 [ 1.58756649 -2.42038647 -0.45474459  1.02559997]
 [ 1.11844252 -0.31819942 -2.50810528 -0.20738529]]",6,2.2678368692136863,[2.22844422 0.5458707  1.10628091 1.51530944]
[0.         0.52359878 1.57079633 1.57079633],-0.3147465712613723,0.2449770896846863,0.1451685497226727,"[[ 6.3586777   0.71911315 -0.34802088  0.06140681]
 [ 5.64942646 -0.59472527 -1.28644836 -0.66355043]
 [ 3.37728238  0.567861   -0.93899537 -0.16728663]
 [ 1.85837471 -2.19427547 -0.2762324   0.6274835 ]
 [ 1.15957304 -0.13009478 -2.10658265  0.12649887]]",9,2.430623531607091,[2.40739818 0.48447895 1.16538402 1.51210475]
[0.         0.52359878 1.57079633 1.57079633],-0.3507757419757225,0.1898303385461614,0.1451685497226727,"[[ 7.01599329  0.82471555 -0.51738041  0.1443243 ]
 [ 5.97483133 -0.70931796 -1.0781487  -0.36550971]
 [ 3.63342481  0.46217606 -0.73824044 -0.35319073]
 [ 1.74487488 -2.3004493  -0.31403944  0.52544966]
 [ 0.74914136 -0.27025933 -2.51172112  0.19609113]]",7,2.598764717172692,[2.57886985 0.46618309 1.17397547 1.54534001]
[0.         0.52359878 1.57079633 1.57079633],-0.3772366648530891,0.1295055106228573,0.1451685497226727,"[[ 7.47495904  0.76723382 -0.62651898  0.55984132]
 [ 6.02170527 -0.06120383 -1.28836056 -0.85615819]
 [ 4.29988269  0.04730253 -0.69585171 -0.07668533]
 [ 1.86357367 -2.42448306 -0.45592767  0.6396112 ]
 [ 0.66388467 -0.09851658 -2.48524608  0.08099324]]",8,2.763896718016049,[2.73963351 0.50208353 1.12105474 1.58136495]
[0.         0.52359878 1.57079633 1.57079633],-0.3934075548958554,0.0656481099654319,0.1451685497226727,"[[ 8.11073672  0.46556766 -0.6433      0.74734483]
 [ 6.49451911  0.2074532  -1.6568342  -0.83038926]
 [ 3.99729085  0.17339397 -0.79224338  0.02420524]
 [ 2.04072267 -2.34885778 -0.43043399  0.78087618]
 [ 0.82450413 -0.13433187 -2.57225371 -0.01913543]]",7,2.9313533268413146,[2.90244925 0.50390655 1.05550679 1.63474917]
[0.         0.52359878 1.57079633 1.57079633],0.1381878294847724,0.0,0.32035539728934,"[[-0.45581227  3.89705255 -0.53144215 -6.91922499]
 [ 0.28247879  1.75043412  0.2842169  -0.13091075]
 [-0.97595047  0.69517881  0.88512689 -2.17764771]
 [ 0.73203267  1.00617409  0.21600265 -1.95865537]
 [-1.24248924  1.25180398 -1.06945836 -3.30116903]]",43,1.645670406269894,[-0.12284971  1.6198797   1.59671174 -0.08455112]
[0.         0.52359878 1.57079633 1.57079633],0.1381878294847724,0.0,0.32035539728934,"[[-0.05869608  3.63895682 -1.31595466 -7.83417522]
 [-0.71011826  0.92529204  0.9118322   0.25331014]
 [-0.48599525  2.59084381  1.02498718 -4.9665986 ]
 [ 0.34522448  0.73841505  0.55283434  3.40330074]
 [-0.43262205 -0.06899533  0.20916456 -3.2074418 ]]",30,1.656973615783995,[-0.14933034  1.60358443  1.61248921 -0.14075488]
[0.         0.52359878 1.57079633 1.57079633],0.1196741708276452,0.0690939147423862,0.32035539728934,"[[ 1.91809107  3.61481173 -1.56574931 -7.50405405]
 [ 0.35664912  1.05370524  1.09413954  0.19566225]
 [-0.14426367  2.53421227  1.40367407 -5.06757696]
 [ 0.62199973  0.70578442  0.05563742  3.58304712]
 [-0.26644874  0.20928785  0.43053526 -2.82693206]]",10,1.6414517412218688,[ 0.40576261  1.6161925   1.60734571 -0.08125866]
[0.         0.52359878 1.57079633 1.57079633],0.0690939147423862,0.1196741708276452,0.32035539728934,"[[ 2.59454005  3.02547059 -2.19664827 -7.01046419]
 [ 2.48569028  1.13593015  1.49244788 -0.15782552]
 [ 0.68519102  3.13367832  1.77193521 -5.16666081]
 [ 0.38489895  1.13961739 -0.01218317  2.99578242]
 [ 1.41045745  0.83896305  0.49876028 -2.9383446 ]]",11,1.6525887438109856,[ 0.93572344  1.62676707  1.58787792 -0.09373551]
[0.         0.52359878 1.57079633 1.57079633],8.461564152982341e-18,0.1381878294847724,0.32035539728934,"[[ 4.57098105  4.25683449 -2.34535781 -7.4628836 ]
 [ 2.81357135  0.24802693  1.44525341 -0.10357479]
 [ 1.70107812  2.18822723  2.24376207 -4.83143036]
 [ 0.90610572  1.25427584  0.20471011  3.52435504]
 [ 1.01747102  0.68184693  0.08987857 -2.86903466]]",13,1.6464818887750483,[ 1.45683234  1.62429447  1.60716628 -0.09704434]
[0.         0.52359878 1.57079633 1.57079633],-0.0690939147423862,0.1196741708276452,0.32035539728934,"[[ 5.01649983  4.54624946 -1.40600682 -7.32425457]
 [ 4.2716611   0.20532514  0.76258957 -0.53567963]
 [ 1.81376673  2.29484254  1.99662979 -4.96262642]
 [ 1.13209032  1.27418964 -0.14958923  3.32674871]
 [ 0.28640456  0.79590707 -0.09093911 -3.24063723]]",10,1.8442123707650184,[ 1.75096678  1.68387567  1.62408574 -0.16823772]
[0.         0.52359878 1.57079633 1.57079633],-0.1196741708276452,0.0690939147423862,0.32035539728934,"[[ 6.92044451  4.7067728  -1.17697497 -7.47091878]
 [ 4.91000315  0.13244609  0.84289473 -0.69458247]
 [ 1.57839065  2.52809986  2.10849819 -4.96437064]
 [ 1.04640421  0.98573921 -0.59431556  3.26799418]
 [ 0.74131117  0.99112767 -0.23472501 -3.49941481]]",13,2.362003278468682,[ 2.15770737  1.71216629  1.6562999  -0.2263931 ]
[0.         0.52359878 1.57079633 1.57079633],0.2923488153556159,0.0,0.1064062668124302,"[[-0.93053971  2.19998288 -1.46655398 -4.27545915]
 [ 0.54785636  0.15544499 -2.43216085 -1.16292855]
 [ 0.6904845   1.25608715 -0.17988822 -1.58156023]
 [-0.21258332 -1.04047072 -0.09535568 -1.13112599]
 [-0.49976795  0.19067733  0.21024804 -1.48249803]]",25,1.0133051174687937,[-0.04013407  1.00065636  0.94794139  0.38792901]
[0.         0.52359878 1.57079633 1.57079633],0.2923488153556159,0.0,0.1064062668124302,"[[-1.42701293 -0.07302951  1.40132564 -3.23095382]
 [ 0.20035656  1.80623504 -5.1184321  -1.12275025]
 [ 0.9572691   1.24072812 -1.59989069 -1.00790463]
 [ 1.34086357  0.91571198 -2.88102224 -0.14947548]
 [-0.94841848  1.61342511  0.71980411 -1.44039118]]",23,1.097201737574403,[-0.06363079  0.98784148  0.76501063  0.69771586]
[0.         0.52359878 1.57079633 1.57079633],0.2850190201834801,0.0650537314339537,0.1064062668124302,"[[-0.78345929 -0.10642845  1.7474226  -3.32674502]
 [ 0.32514583  2.09035699 -4.96961168 -1.75854708]
 [ 1.04040926  0.8956309  -1.1101616  -1.13025605]
 [ 1.98524208  0.89128329 -3.48235202 -0.68322038]
 [-0.36954311  1.51991398  0.80386152 -1.86169382]]",11,1.053003264442418,[0.12907461 0.98345426 0.86163208 0.53526882]
[0.         0.52359878 1.57079633 1.57079633],0.2633971812035627,0.1268453971330832,0.1064062668124302,"[[-0.06417406  0.0392664   2.16504107 -3.66577408]
 [ 0.83501275  1.96137076 -5.20937015 -1.9455527 ]
 [ 1.34891634  0.73646143 -0.9546007  -1.08002076]
 [ 2.12120933  0.63560971 -3.34325917 -0.50526448]
 [-0.16016806  1.32147422  0.73006412 -1.9108858 ]]",10,1.0120381306207844,[0.37274491 0.9540976  0.92382559 0.46409506]
[0.         0.52359878 1.57079633 1.57079633],0.2285675077072535,0.1822765049597084,0.1064062668124302,"[[ 0.60746709  0.07335949  2.17795313 -3.98284992]
 [ 1.37383086  1.78732614 -5.16290006 -1.88372197]
 [ 1.78961468  1.16140453 -0.92824017 -1.35881344]
 [ 1.95853329  0.62872751 -3.21593419 -0.62170303]
 [-0.21100058  1.48481271  0.48159321 -1.69898689]]",7,1.009897191068442,[0.60111494 0.9820551  0.93755387 0.38633181]
[0.         0.52359878 1.57079633 1.57079633],0.1822765049597084,0.2285675077072535,0.1064062668124302,"[[ 1.65235217  0.13813727  2.26230303 -3.73319282]
 [ 1.3689521   1.5786969  -4.9968731  -2.2469461 ]
 [ 1.9236863   1.29186318 -1.20315499 -1.13121028]
 [ 2.37217156  0.50825596 -3.05200494 -0.77794702]
 [-0.31944216  1.69819231  0.33124135 -1.51917552]]",9,1.001823608520644,[0.82104069 0.97457038 0.95463167 0.39632496]
[0.         0.52359878 1.57079633 1.57079633],0.1268453971330832,0.2633971812035627,0.1064062668124302,"[[ 2.10873691  0.626857    2.35758473 -3.77542741]
 [ 1.77567685  1.65893921 -4.82778698 -2.16470538]
 [ 2.50840654  1.02981914 -1.27086504 -1.5595812 ]
 [ 2.80716569  0.57034564 -3.55552984 -0.75360245]
 [-0.55423439  1.43402471  0.06058109 -1.86574937]]",8,1.052839530740891,[1.04029296 1.04296625 0.9510426  0.35040464]
[0.         0.52359878 1.57079633 1.57079633],0.0650537314339537,0.2850190201834801,0.1064062668124302,"[[ 2.36907649  0.81541971  2.51668841 -4.01116441]
 [ 2.36152168  1.43553866 -4.74815464 -1.98352492]
 [ 3.11857546  1.2342459  -1.41905645 -2.0534907 ]
 [ 2.60531181  0.38939964 -3.61643394 -0.93190504]
 [-0.26084517  1.31061401  0.13267724 -1.67334703]]",7,1.2646338587407926,[1.22578621 1.05118888 0.97311013 0.27767452]
[0.         0.52359878 1.57079633 1.57079633],-4.701327515794989e-17,0.2923488153556159,0.1064062668124302,"[[ 3.25409522  0.6536978   1.99699781 -3.52518818]
 [ 2.63903807  1.61092479 -4.73580424 -1.98346137]
 [ 3.65635035  1.59113924 -1.56001283 -1.80581113]
 [ 2.20325373  0.16954167 -3.41803251 -1.06065903]
 [-0.40806104  1.34214073 -0.42050186 -1.14567376]]",9,1.4876923811019267,[1.44741007 1.07115191 0.86862432 0.39260968]
[0.         0.52359878 1.57079633 1.57079633],-0.0650537314339538,0.2850190201834801,0.1064062668124302,"[[ 4.5452745   1.21597546  2.40257933 -3.34448414]
 [ 2.96867858  1.33439205 -5.69904104 -1.51441794]
 [ 3.29700576  1.56005144 -1.0833968  -2.03237452]
 [ 1.84640831 -0.13389907 -4.51331403 -1.25286229]
 [ 0.4444467   0.83679086 -0.23631999 -1.50283662]]",11,1.7177584771624148,[1.68222287 1.09714206 0.78809077 0.44776024]
[0.         0.52359878 1.57079633 1.57079633],-0.1268453971330832,0.2633971812035627,0.1064062668124302,"[[ 5.31886666  1.34676709  2.48918239 -3.1947682 ]
 [ 3.22299725  1.17312978 -5.45882971 -1.61894784]
 [ 3.85745987  1.62312003 -1.15548366 -2.30788245]
 [ 1.82292656 -0.07121892 -4.33308559 -1.1481442 ]
 [ 0.17564574  0.8460911  -0.4901106  -1.58722396]]",7,1.9414147752911068,[1.90393631 1.10777588 0.8354171  0.43569357]
[0.         0.52359878 1.57079633 1.57079633],-0.1822765049597084,0.2285675077072535,0.1064062668124302,"[[ 6.13161353  0.50571066  2.35429478 -3.24556673]
 [ 3.24424267  1.27071225 -5.11637513 -1.64778838]
 [ 4.39057534  2.4228219  -0.91314799 -2.67462866]
 [ 2.14555451  0.10904756 -4.41817766 -1.42224048]
 [ 0.18570552  0.4282452  -0.43464968 -0.96278059]]",12,2.165423686324359,[2.1245306  1.05681075 0.88105439 0.3826516 ]
[0.         0.52359878 1.57079633 1.57079633],-0.2285675077072536,0.1822765049597084,0.1064062668124302,"[[ 7.02948802  0.28657583  1.83374712 -3.152739  ]
 [ 3.40404597  1.91963779 -5.02812851 -1.38813133]
 [ 4.7036998   2.4869875  -1.17993927 -2.61670871]
 [ 2.43072951  0.05199211 -4.57667304 -1.16360612]
 [ 0.5060162   0.5832632  -0.13461116 -0.63358316]]",8,2.390775854500822,[2.36217019 1.11702121 0.77190074 0.4653955 ]
[0.         0.52359878 1.57079633 1.57079633],-0.2633971812035627,0.1268453971330831,0.1064062668124302,"[[ 8.22148016  0.23318672  1.04938134 -2.55697062]
 [ 3.66577568  2.20388626 -4.88564751 -1.56052011]
 [ 4.89964176  2.81297252 -1.16047053 -2.54559338]
 [ 1.97685845  0.24820661 -4.75030258 -1.09373617]
 [ 0.2780648   0.85160768  0.15709207 -0.60859936]]",9,2.6193958195381555,[2.59560756 1.19960821 0.65211317 0.5578663 ]
[0.         0.52359878 1.57079633 1.57079633],-0.2850190201834801,0.0650537314339538,0.1064062668124302,"[[ 9.09667751  0.0938395   0.82972211 -2.33198456]
 [ 3.92932537  2.33232419 -5.01149057 -1.58805978]
 [ 5.61302107  2.70208416 -1.25373553 -2.34437799]
 [ 1.55514834  0.39525491 -4.59311568 -0.76983675]
 [ 0.09080935  0.93357278  0.37639418 -0.1821741 ]]",7,2.849779404239034,[2.82929014 1.19303744 0.60088842 0.64396641]
[0.         0.52359878 1.57079633 1.57079633],0.3139060623360493,0.0,0.3891824559620799,"[[-0.76890693  0.88330824 -0.41754483  0.10537431]
 [ 0.44800389  0.97120857  0.27036634  0.11077571]
 [-0.23060487  0.57245105 -0.27043478  0.08823398]
 [ 0.55409397  0.35471747 -0.71900857 -1.62389763]
 [-0.05545813 -0.04058763 -0.25176222 -0.64785514]]",16,1.582200629629511,[-0.06205744  0.89637572  1.45778384  1.49844209]
[0.         0.52359878 1.57079633 1.57079633],0.3139060623360493,0.0,0.3891824559620799,"[[-0.44510923  1.68349811 -0.46813403 -0.08133907]
 [ 0.04129311  0.24024003 -0.33523703 -0.68768314]
 [-0.07378767  0.30256069 -0.22199704  0.36238471]
 [-0.12531171  0.5641351   0.17192028 -0.32803744]
 [ 0.0463569  -0.03354637  0.0348515   0.23491039]]",16,1.575950855021167,[-0.08665705  0.91891801  1.42965297  1.48084549]
[0.         0.52359878 1.57079633 1.57079633],0.3070464617298031,0.0652647401782329,0.3891824559620799,"[[ 0.11003627  1.92816117 -0.44956144 -0.52207449]
 [ 0.35057282  0.05352188 -0.29951216 -0.78501551]
 [ 0.76127369  0.61756585 -0.57937306  0.01002108]
 [ 0.04894207  0.31952697  0.43901896 -0.01836478]
 [ 0.24165303  0.06790036 -0.26438767  0.30605135]]",8,1.5275254889896013,[0.15540692 0.95473386 1.41120605 1.37439497]
[0.         0.52359878 1.57079633 1.57079633],0.286767457373573,0.1276770980357075,0.3891824559620799,"[[-0.30366482  2.92743343 -1.23621127 -0.87429143]
 [ 2.1657944  -0.32911098 -0.54757778 -1.16083503]
 [ 1.04379128  1.32149135 -0.45206372  0.0842201 ]
 [-0.29727151  0.36375995  0.26440536  0.21670938]
 [ 0.49465957 -0.30044284  0.05483981 -0.12378436]]",20,1.4454274835554346,[0.35365949 1.14220764 1.24711515 1.27129352]
[0.         0.52359878 1.57079633 1.57079633],0.2539553390671855,0.1845093540463315,0.3891824559620799,"[[ 0.13942074  1.98897375 -1.08393416 -0.77393467]
 [ 2.57567575  0.27519471 -0.54285347 -1.04210309]
 [ 1.72266262  1.6554238  -0.50007133 -0.25207947]
 [-0.43502178  0.48930967 -0.34576553  0.06626711]
 [ 1.53715843  1.1546099   0.45263988 -0.24080973]]",13,1.4418369796576442,[0.57455303 1.13835632 1.24101035 1.25948306]
[0.         0.52359878 1.57079633 1.57079633],0.2100441538306423,0.2332776659110194,0.3891824559620799,"[[ 0.50994302  1.90664506 -1.23478038 -1.20152171]
 [ 2.39424284  0.22002333 -0.63477218 -0.93820669]
 [ 2.59426335  1.834887   -0.48873212 -0.05569024]
 [ 0.23465943  0.92624953 -0.12999657  0.69515104]
 [ 1.74984531  0.96078586  0.58273221 -0.74187419]]",8,1.4504254152803904,[0.74928634 1.15696824 1.21895426 1.24650472]
[0.         0.52359878 1.57079633 1.57079633],0.1569530311680247,0.2718506243849602,0.3891824559620799,"[[ 1.12594625  0.27932249 -1.81302068 -1.29580049]
 [ 3.13211232  1.51906448 -0.40758995 -0.10602973]
 [ 2.87738038  1.9715219  -0.0229931  -0.63015512]
 [ 0.08398493  2.19034399  0.12634995  0.40191572]
 [ 1.82955964  1.46269945  1.43679489 -1.69993355]]",20,1.4387946484479457,[0.98382373 1.15913052 1.23259868 1.24926521]
[0.         0.52359878 1.57079633 1.57079633],0.0970023078991609,0.2985424060892523,0.3891824559620799,"[[ 1.65956812  0.18797607 -1.95167104 -1.40632245]
 [ 3.50092178  1.43558576 -0.25126323  0.28411746]
 [ 3.33408339  2.29240257  0.11236643 -0.47980869]
 [ 0.42336993  2.15196757 -0.08299656  0.01226144]
 [ 1.93784758  1.58439697  1.63568694 -2.2097627 ]]",11,1.4522750028926843,[1.20019848 1.16436053 1.2358259  1.26466509]
[0.         0.52359878 1.57079633 1.57079633],0.0328121183063875,0.3121864520820391,0.3891824559620799,"[[ 2.00942332  0.20247532 -1.6977798  -1.29332814]
 [ 4.0729335   0.93752049  0.03259047  0.38220839]
 [ 3.46411283  2.03797809  0.0884198  -0.07160966]
 [ 0.58996849  2.14287546  0.02753859 -0.08157238]
 [ 2.37402215  1.99594855  1.38595546 -2.37908007]]",8,1.5246316329476288,[1.37663583 1.07913528 1.31945981 1.33038919]
[0.         0.52359878 1.57079633 1.57079633],-0.0328121183063874,0.3121864520820391,0.3891824559620799,"[[ 3.32515710e+00 -8.34062221e-01 -2.55911118e+00 -1.63083347e+00]
 [ 3.70092874e+00  1.39315877e+00  7.76921893e-01  1.16664588e+00]
 [ 4.12206734e+00  2.33500878e+00  4.74899753e-01  2.52871396e-01]
 [ 2.99338224e-03  1.86137725e+00  1.00796702e+00  4.59341775e-01]
 [ 2.20111089e+00  2.26138354e+00  1.23704376e+00 -2.02954567e+00]]",25,1.6947706579320412,[1.58196204 0.98049013 1.37046011 1.45714039]
[0.         0.52359878 1.57079633 1.57079633],-0.0970023078991608,0.2985424060892524,0.3891824559620799,"[[ 4.22311869 -0.86072421 -2.71901966 -1.95546258]
 [ 3.99994846  1.4458938   0.72658592  0.98179012]
 [ 4.06681392  2.42742022  0.96858474  0.64798314]
 [ 0.02121919  1.68963548  0.88194493  1.03462106]
 [ 1.72218384  2.09457039  1.69528099 -1.91157241]]",7,1.901191583098344,[1.76684198 0.97822283 1.38828672 1.45247194]
[0.         0.52359878 1.57079633 1.57079633],-0.1569530311680246,0.2718506243849603,0.3891824559620799,"[[ 4.86190961 -0.75445918 -2.30460403 -2.19334282]
 [ 4.23081199  0.9780824   0.37607576  0.80449175]
 [ 4.67137399  2.56611957  1.37935742  0.45715283]
 [-0.06164772  1.7815365   0.83340835  1.17729015]
 [ 1.91683202  1.90975437  1.82552236 -1.92434681]]",11,2.1130761105981644,[1.97301159 0.94605073 1.45328596 1.37453185]
[0.         0.52359878 1.57079633 1.57079633],-0.2100441538306421,0.2332776659110195,0.3891824559620799,"[[ 5.73073635 -1.35690595 -2.00693893 -2.28009952]
 [ 5.02766634  1.23078582  0.58376975  1.02086654]
 [ 4.07709402  2.40334371  1.29732016  0.42931318]
 [ 0.08534557  1.31309063  1.18109432  1.64035259]
 [ 1.76974392  2.31052635  1.97721017 -1.79702033]]",10,2.321355106337129,[2.18413374 0.83956393 1.55183408 1.41881391]
[0.         0.52359878 1.57079633 1.57079633],-0.2539553390671854,0.1845093540463317,0.3891824559620799,"[[ 6.8409208  -1.39488272 -1.54266172 -2.09365212]
 [ 5.1035296   1.22478891  0.11281505  1.33393009]
 [ 4.26334283  2.71695179  0.90123854  0.23255822]
 [ 0.12831521  1.19458118  1.17603289  1.55130776]
 [ 1.72020149  2.69231744  2.03731565 -1.60866329]]",9,2.5175844894762185,[2.41071069 0.86547225 1.52727546 1.47483016]
[0.         0.52359878 1.57079633 1.57079633],-0.2867674573735729,0.1276770980357076,0.3891824559620799,"[[ 7.31721101 -1.34884416 -1.69988288 -1.70572844]
 [ 5.32036151  1.12215484  0.34216015  1.38398259]
 [ 4.74537988  2.5433271   0.49596456  0.01701794]
 [ 0.55897002  1.44974244  1.28498228  1.79670026]
 [ 1.9301425   2.58631758  2.13342    -1.89199431]]",8,2.7243645659208457,[2.60599981 0.85466028 1.49983014 1.53687523]
[0.         0.52359878 1.57079633 1.57079633],-0.3070464617298031,0.0652647401782331,0.3891824559620799,"[[ 8.03775236 -1.20831465 -1.65521198 -1.29471275]
 [ 5.77396461  0.96496695  0.28487704  1.09566144]
 [ 4.86366406  2.80481183  0.24626851  0.04391781]
 [ 0.56585868  1.3380233   1.29521119  2.0934667 ]
 [ 1.08339606  2.27868358  2.16835713 -2.02290343]]",8,2.946879517539181,[2.7901486  0.86970491 1.4755216  1.58634607]
[0.         0.52359878 1.57079633 1.57079633],0.1438583424444474,0.0,0.1357233461562606,"[[  4.58123246   3.70280989   2.43817932 -11.76315556]
 [ -3.81291323  -0.54925379  -2.94883095  -0.42810396]
 [ -3.90841148   0.1521282   -1.35369247  -0.26757105]
 [ -1.20474885   0.70634378  -4.47793882  -1.81269635]
 [  3.34286252   2.10079249   2.01013688  -0.77828972]]",50,1.2709783148520304,[-0.13206724  1.20464325  1.21140857 -0.71678034]
[0.         0.52359878 1.57079633 1.57079633],0.1438583424444474,0.0,0.1357233461562606,"[[-0.34998559  4.94442068 -2.43258645 -8.96617315]
 [-0.04379703 -1.96546424  0.1505938  -3.32815481]
 [-0.42003161  2.18936527  1.49061268 -1.44632553]
 [ 0.23509799 -1.23002412 -1.29795752 -0.49976438]
 [ 0.63374721 -1.29825255 -0.91750885 -2.7704971 ]]",22,1.270678083077937,[-0.08144108  1.23126078  1.21470823 -0.721471  ]
[0.         0.52359878 1.57079633 1.57079633],0.1245849791032126,0.0719291712222236,0.1357233461562606,"[[ 0.78380828  4.99800841 -2.44886383 -8.26977188]
 [ 1.11454183 -2.03073836  0.12618014 -3.34831476]
 [ 0.35071923  1.83734221  1.43468306 -2.65909999]
 [ 0.64157507 -0.99326231 -1.17130036 -0.39655222]
 [ 1.68332381 -1.5556665  -1.25974762 -2.59319845]]",9,1.262528783767162,[ 0.41054181  1.20425578  1.20263709 -0.71505413]
[0.         0.52359878 1.57079633 1.57079633],0.0719291712222237,0.1245849791032126,0.1357233461562606,"[[ 2.99580432  4.73508182 -2.5234739  -8.41455839]
 [ 1.57782223 -1.7252271   0.11041254 -3.39430117]
 [ 0.97009853  2.1207331   1.60527693 -2.5853738 ]
 [ 0.63192989 -0.86208749 -1.25554508 -0.12222171]
 [ 1.11816225 -1.60760572 -1.29958281 -2.39188872]]",10,1.277049658621471,[ 0.91498905  1.23724526  1.19853219 -0.7178837 ]
[0.         0.52359878 1.57079633 1.57079633],8.808782930261816e-18,0.1438583424444474,0.1357233461562606,"[[ 3.7131943   4.79254728 -2.27006375 -8.27046405]
 [ 1.64841637 -1.75126821  0.27061693 -3.4676862 ]
 [ 2.68080379  2.13109792  1.71175738 -2.97052894]
 [ 1.52262594 -0.79415734 -1.52436085 -0.56248166]
 [ 1.32429185 -1.66125486 -0.59202125 -2.18310901]]",14,1.3567284314979406,[ 1.28567693  1.24768707  1.27636561 -0.76473341]
